payment_id,invoice_id,booking_id,customer_id,payment_date,amount_pkr,payment_type,payment_method,reference_no,notes
PAY0019944,INV013415,BK013848,CU00266,2025-06-05,3406.0,Final,JazzCash,REF00019944,Final settlement
PAY0019945,INV013416,BK013849,CU01352,2026-05-20,3887.0,Advance,EasyPaisa,REF00019945,Advance 50%
PAY0019946,INV013416,BK013849,CU01352,2026-05-27,3887.0,Final,EasyPaisa,REF00019946,Final settlement
PAY0019947,INV013417,BK013850,CU01849,2024-02-13,1976.0,Advance,JazzCash,REF00019947,Advance 50%
PAY0019948,INV013417,BK013850,CU01849,2024-02-20,1975.0,Final,JazzCash,REF00019948,Final settlement
PAY0019949,INV013418,BK013852,CU00951,2026-01-11,4882.0,Advance,EasyPaisa,REF00019949,Advance 50%
PAY0019950,INV013418,BK013852,CU00951,2026-01-18,4881.0,Final,EasyPaisa,REF00019950,Final settlement
PAY0019951,INV013419,BK013853,CU00897,2024-03-31,15128.0,Advance,Bank Transfer,REF00019951,Advance 50%
PAY0019952,INV013419,BK013853,CU00897,2024-04-07,15127.0,Final,Bank Transfer,REF00019952,Final settlement
PAY0019953,INV013420,BK013854,CU01712,2025-10-30,257201.0,Full,JazzCash,REF00019953,
PAY0019954,INV013421,BK013855,CU01614,2025-07-02,6734.0,Advance,JazzCash,REF00019954,Advance 50%
PAY0019955,INV013422,BK013856,CU00593,2023-08-26,45300.0,Full,Cash,REF00019955,
PAY0019956,INV013423,BK013857,CU00258,2025-01-30,10253.0,Advance,EasyPaisa,REF00019956,Advance 20%
PAY0019957,INV013423,BK013857,CU00258,2025-02-06,41011.0,Final,EasyPaisa,REF00019957,Final settlement
PAY0019958,INV013424,BK013858,CU00741,2026-04-02,5764.0,Full,Bank Transfer,REF00019958,
PAY0019959,INV013425,BK013859,CU00724,2022-08-11,27013.0,Advance,JazzCash,REF00019959,Advance 20%
PAY0019960,INV013425,BK013859,CU00724,2022-08-18,85532.0,Final,JazzCash,REF00019960,Final settlement
PAY0019961,INV013426,BK013860,CU00008,2026-05-15,29241.0,Advance,Cash,REF00019961,Advance 50%
PAY0019962,INV013426,BK013860,CU00008,2026-05-22,29241.0,Final,Cash,REF00019962,Final settlement
PAY0019963,INV013427,BK013861,CU01194,2025-04-05,15245.0,Advance,Cash,REF00019963,Advance 50%
PAY0019964,INV013427,BK013861,CU01194,2025-04-12,15245.0,Final,Cash,REF00019964,Final settlement
PAY0019965,INV013428,BK013862,CU00967,2022-07-08,38646.0,Full,Cash,REF00019965,
PAY0019966,INV013429,BK013863,CU01933,2025-03-07,22984.0,Full,Cash,REF00019966,
PAY0019967,INV013430,BK013864,CU01997,2023-08-24,13706.0,Full,Cash,REF00019967,
PAY0019968,INV013431,BK013865,CU01122,2026-01-12,63988.0,Advance,JazzCash,REF00019968,Advance 20%
PAY0019969,INV013431,BK013865,CU01122,2026-01-19,255953.0,Final,JazzCash,REF00019969,Final settlement
PAY0019970,INV013432,BK013866,CU01332,2025-05-29,68167.0,Full,JazzCash,REF00019970,
PAY0019971,INV013433,BK013867,CU00977,2026-01-29,23696.0,Full,Card (POS),REF00019971,
PAY0019972,INV013434,BK013868,CU00032,2023-08-23,19624.0,Full,Cash,REF00019972,
PAY0019973,INV013435,BK013869,CU00596,2026-05-09,47106.0,Full,JazzCash,REF00019973,
PAY0019974,INV013436,BK013870,CU00077,2024-09-27,35948.0,Partial,Cash,REF00019974,
PAY0019975,INV013437,BK013871,CU01421,2022-05-30,181622.0,Full,JazzCash,REF00019975,
PAY0019976,INV013438,BK013872,CU00984,2022-08-19,5752.0,Advance,Card (POS),REF00019976,Advance 20%
PAY0019977,INV013438,BK013872,CU00984,2022-08-26,23010.0,Final,Card (POS),REF00019977,Final settlement
PAY0019978,INV013439,BK013873,CU01278,2022-09-08,16817.0,Advance,Cash,REF00019978,Advance 20%
PAY0019979,INV013439,BK013873,CU01278,2022-09-15,67269.0,Final,Cash,REF00019979,Final settlement
PAY0019980,INV013440,BK013874,CU00404,2025-02-07,3207.0,Full,JazzCash,REF00019980,
PAY0019981,INV013441,BK013875,CU01494,2022-12-28,6488.0,Full,Cash,REF00019981,
PAY0019982,INV013442,BK013876,CU01348,2025-08-06,2090.0,Advance,Bank Transfer,REF00019982,Advance 20%
PAY0019983,INV013442,BK013876,CU01348,2025-08-13,5673.0,Final,Bank Transfer,REF00019983,Final settlement
PAY0019984,INV013443,BK013877,CU01786,2025-12-11,12398.0,Full,Card (POS),REF00019984,
PAY0019985,INV013444,BK013878,CU00385,2024-04-26,33274.0,Advance,Cash,REF00019985,Advance 50%
PAY0019986,INV013444,BK013878,CU00385,2024-05-03,33275.0,Final,Cash,REF00019986,Final settlement
PAY0019987,INV013445,BK013879,CU00423,2025-01-09,45684.0,Full,Cash,REF00019987,
PAY0019988,INV013446,BK013880,CU01139,2023-01-08,49424.0,Full,JazzCash,REF00019988,
PAY0019989,INV013447,BK013881,CU00095,2024-06-26,26676.0,Full,Card (POS),REF00019989,
PAY0019990,INV013448,BK013882,CU00012,2024-07-21,45094.0,Full,Cash,REF00019990,
PAY0019991,INV013449,BK013883,CU00514,2022-11-26,5020.0,Full,EasyPaisa,REF00019991,
PAY0019992,INV013450,BK013884,CU00564,2026-05-03,121428.0,Partial,Cash,REF00019992,
PAY0019993,INV013451,BK013885,CU01598,2023-07-10,196274.0,Advance,EasyPaisa,REF00019993,Advance 50%
PAY0019994,INV013451,BK013885,CU01598,2023-07-17,196275.0,Final,EasyPaisa,REF00019994,Final settlement
PAY0019995,INV013452,BK013886,CU00463,2022-08-02,1566.0,Advance,EasyPaisa,REF00019995,Advance 50%
PAY0019996,INV013452,BK013886,CU00463,2022-08-09,1566.0,Final,EasyPaisa,REF00019996,Final settlement
PAY0019997,INV013453,BK013887,CU01151,2024-10-14,4590.0,Advance,JazzCash,REF00019997,Advance 50%
PAY0019998,INV013453,BK013887,CU01151,2024-10-21,4591.0,Final,JazzCash,REF00019998,Final settlement
PAY0019999,INV013454,BK013888,CU01709,2023-01-23,5028.0,Advance,Cash,REF00019999,Advance 50%
PAY0020000,INV013455,BK013889,CU00299,2022-10-04,22404.0,Full,Cash,REF00020000,
PAY0020001,INV013456,BK013890,CU00191,2024-04-10,23005.0,Full,Cash,REF00020001,
PAY0020002,INV013457,BK013891,CU00720,2023-11-22,1687.0,Advance,Bank Transfer,REF00020002,Advance 20%
PAY0020003,INV013457,BK013891,CU00720,2023-11-29,6747.0,Final,Bank Transfer,REF00020003,Final settlement
PAY0020004,INV013458,BK013892,CU00565,2025-10-30,55070.0,Advance,Cash,REF00020004,Advance 50%
PAY0020005,INV013458,BK013892,CU00565,2025-11-06,55069.0,Final,Cash,REF00020005,Final settlement
PAY0020006,INV013459,BK013893,CU01832,2022-10-19,40484.0,Advance,Cash,REF00020006,Advance 50%
PAY0020007,INV013459,BK013893,CU01832,2022-10-26,40485.0,Final,Cash,REF00020007,Final settlement
PAY0020008,INV013460,BK013894,CU01442,2025-04-04,6336.0,Advance,Bank Transfer,REF00020008,Advance 20%
PAY0020009,INV013460,BK013894,CU01442,2025-04-11,25344.0,Final,Bank Transfer,REF00020009,Final settlement
PAY0020010,INV013461,BK013895,CU01340,2023-08-14,27629.0,Advance,Cash,REF00020010,Advance 50%
PAY0020011,INV013461,BK013895,CU01340,2023-08-21,27629.0,Final,Cash,REF00020011,Final settlement
PAY0020012,INV013462,BK013896,CU01186,2024-06-10,42632.0,Advance,Cash,REF00020012,Advance 50%
PAY0020013,INV013462,BK013896,CU01186,2024-06-17,42632.0,Final,Cash,REF00020013,Final settlement
PAY0020014,INV013463,BK013897,CU00798,2023-11-30,17390.0,Partial,Bank Transfer,REF00020014,
PAY0020015,INV013464,BK013898,CU00690,2025-07-07,10368.0,Advance,JazzCash,REF00020015,Advance 50%
PAY0020016,INV013464,BK013898,CU00690,2025-07-14,10368.0,Final,JazzCash,REF00020016,Final settlement
PAY0020017,INV013465,BK013899,CU00306,2022-02-20,17416.0,Advance,Bank Transfer,REF00020017,Advance 50%
PAY0020018,INV013466,BK013900,CU00468,2025-09-25,2661.0,Partial,EasyPaisa,REF00020018,
PAY0020019,INV013467,BK013901,CU01297,2022-11-25,7454.0,Advance,JazzCash,REF00020019,Advance 20%
PAY0020020,INV013467,BK013901,CU01297,2022-12-02,29816.0,Final,JazzCash,REF00020020,Final settlement
PAY0020021,INV013468,BK013902,CU00941,2025-06-16,9758.0,Full,JazzCash,REF00020021,
PAY0020022,INV013469,BK013903,CU01502,2026-05-21,52784.0,Advance,Cash,REF00020022,Advance 50%
PAY0020023,INV013469,BK013903,CU01502,2026-05-28,52784.0,Final,Cash,REF00020023,Final settlement
PAY0020024,INV013470,BK013904,CU00421,2025-01-19,46543.0,Partial,Cash,REF00020024,
PAY0020025,INV013471,BK013905,CU01111,2023-09-15,6656.0,Full,Cash,REF00020025,
PAY0020026,INV013472,BK013906,CU01127,2026-03-20,42396.0,Full,Bank Transfer,REF00020026,
PAY0020027,INV013473,BK013907,CU00996,2024-03-21,10534.0,Full,Cash,REF00020027,
PAY0020028,INV013474,BK013908,CU00449,2025-10-26,2942.0,Advance,Bank Transfer,REF00020028,Advance 50%
PAY0020029,INV013474,BK013908,CU00449,2025-11-02,2942.0,Final,Bank Transfer,REF00020029,Final settlement
PAY0020030,INV013475,BK013909,CU01474,2024-10-02,1831.0,Advance,JazzCash,REF00020030,Advance 20%
PAY0020031,INV013475,BK013909,CU01474,2024-10-09,7326.0,Final,JazzCash,REF00020031,Final settlement
PAY0020032,INV013476,BK013910,CU01139,2026-01-12,11758.0,Advance,Cash,REF00020032,Advance 20%
PAY0020033,INV013476,BK013910,CU01139,2026-01-19,47030.0,Final,Cash,REF00020033,Final settlement
PAY0020034,INV013477,BK013911,CU01412,2022-12-15,3376.0,Advance,Bank Transfer,REF00020034,Advance 50%
PAY0020035,INV013477,BK013911,CU01412,2022-12-22,3376.0,Final,Bank Transfer,REF00020035,Final settlement
PAY0020036,INV013478,BK013912,CU01059,2026-03-23,10182.0,Full,JazzCash,REF00020036,
PAY0020037,INV013479,BK013913,CU00037,2023-12-03,807.0,Advance,Cash,REF00020037,Advance 20%
PAY0020038,INV013479,BK013913,CU00037,2023-12-10,3227.0,Final,Cash,REF00020038,Final settlement
PAY0020039,INV013480,BK013914,CU01695,2025-10-04,8468.0,Full,JazzCash,REF00020039,
PAY0020040,INV013481,BK013915,CU00076,2024-08-16,11237.0,Full,Bank Transfer,REF00020040,
PAY0020041,INV013482,BK013916,CU01079,2023-12-14,3369.0,Advance,Cash,REF00020041,Advance 20%
PAY0020042,INV013482,BK013916,CU01079,2023-12-21,13477.0,Final,Cash,REF00020042,Final settlement
PAY0020043,INV013483,BK013917,CU01774,2025-03-08,15443.0,Advance,JazzCash,REF00020043,Advance 20%
PAY0020044,INV013483,BK013917,CU01774,2025-03-15,61774.0,Final,JazzCash,REF00020044,Final settlement
PAY0020045,INV013484,BK013918,CU01089,2026-04-10,1438.0,Advance,Card (POS),REF00020045,Advance 20%
PAY0020046,INV013484,BK013918,CU01089,2026-04-17,5753.0,Final,Card (POS),REF00020046,Final settlement
PAY0020047,INV013485,BK013919,CU01155,2024-07-04,3450.0,Advance,EasyPaisa,REF00020047,Advance 20%
PAY0020048,INV013485,BK013919,CU01155,2024-07-11,13801.0,Final,EasyPaisa,REF00020048,Final settlement
PAY0020049,INV013486,BK013920,CU01971,2023-07-13,38976.0,Advance,JazzCash,REF00020049,Advance 50%
PAY0020050,INV013486,BK013920,CU01971,2023-07-20,38976.0,Final,JazzCash,REF00020050,Final settlement
PAY0020051,INV013487,BK013921,CU01793,2025-01-03,45480.0,Full,Cash,REF00020051,
PAY0020052,INV013488,BK013922,CU01768,2026-02-20,18036.0,Full,EasyPaisa,REF00020052,
PAY0020053,INV013489,BK013923,CU01764,2023-04-23,1437.0,Advance,Bank Transfer,REF00020053,Advance 20%
PAY0020054,INV013489,BK013923,CU01764,2023-04-30,4894.0,Final,Bank Transfer,REF00020054,Final settlement
PAY0020055,INV013490,BK013924,CU00344,2023-10-13,75721.0,Full,Cash,REF00020055,
PAY0020056,INV013491,BK013925,CU01778,2025-08-10,54968.0,Full,Bank Transfer,REF00020056,
PAY0020057,INV013492,BK013926,CU01258,2026-04-10,6398.0,Advance,Bank Transfer,REF00020057,Advance 50%
PAY0020058,INV013492,BK013926,CU01258,2026-04-17,6397.0,Final,Bank Transfer,REF00020058,Final settlement
PAY0020059,INV013493,BK013927,CU01533,2022-08-07,4856.0,Advance,JazzCash,REF00020059,Advance 50%
PAY0020060,INV013493,BK013927,CU01533,2022-08-14,4857.0,Final,JazzCash,REF00020060,Final settlement
PAY0020061,INV013494,BK013928,CU00390,2022-09-08,5464.0,Advance,EasyPaisa,REF00020061,Advance 20%
PAY0020062,INV013494,BK013928,CU00390,2022-09-15,21855.0,Final,EasyPaisa,REF00020062,Final settlement
PAY0020063,INV013495,BK013929,CU01601,2023-10-15,14282.0,Full,Bank Transfer,REF00020063,
PAY0020064,INV013496,BK013930,CU00172,2023-11-06,6742.0,Advance,JazzCash,REF00020064,Advance 20%
PAY0020065,INV013496,BK013930,CU00172,2023-11-13,26967.0,Final,JazzCash,REF00020065,Final settlement
PAY0020066,INV013497,BK013931,CU01421,2024-05-31,120044.0,Full,Cash,REF00020066,
PAY0020067,INV013498,BK013932,CU01277,2023-08-25,1451.0,Advance,Cash,REF00020067,Advance 20%
PAY0020068,INV013498,BK013932,CU01277,2023-09-01,5804.0,Final,Cash,REF00020068,Final settlement
PAY0020069,INV013499,BK013933,CU01633,2022-08-20,18201.0,Full,Cash,REF00020069,
PAY0020070,INV013500,BK013934,CU01731,2023-12-12,5186.0,Advance,Bank Transfer,REF00020070,Advance 20%
PAY0020071,INV013500,BK013934,CU01731,2023-12-19,1284.0,Final,Bank Transfer,REF00020071,Final settlement
PAY0020072,INV013501,BK013935,CU01226,2022-07-14,22640.0,Full,JazzCash,REF00020072,
PAY0020073,INV013502,BK013936,CU01232,2024-06-09,20758.0,Full,EasyPaisa,REF00020073,
PAY0020074,INV013503,BK013937,CU01475,2025-04-10,26347.0,Advance,JazzCash,REF00020074,Advance 20%
PAY0020075,INV013503,BK013937,CU01475,2025-04-17,75083.0,Final,JazzCash,REF00020075,Final settlement
PAY0020076,INV013504,BK013938,CU01636,2022-05-23,6388.0,Advance,Bank Transfer,REF00020076,Advance 20%
PAY0020077,INV013504,BK013938,CU01636,2022-05-30,25552.0,Final,Bank Transfer,REF00020077,Final settlement
PAY0020078,INV013505,BK013939,CU00823,2025-12-26,15834.0,Full,Card (POS),REF00020078,
PAY0020079,INV013506,BK013940,CU00706,2024-01-06,7654.0,Advance,Bank Transfer,REF00020079,Advance 50%
PAY0020080,INV013506,BK013940,CU00706,2024-01-13,7654.0,Final,Bank Transfer,REF00020080,Final settlement
PAY0020081,INV013507,BK013941,CU01550,2025-05-05,2413.0,Advance,Card (POS),REF00020081,Advance 20%
PAY0020082,INV013507,BK013941,CU01550,2025-05-12,9651.0,Final,Card (POS),REF00020082,Final settlement
PAY0020083,INV013508,BK013942,CU01255,2023-03-07,39234.0,Advance,Cash,REF00020083,Advance 50%
PAY0020084,INV013508,BK013942,CU01255,2023-03-14,39234.0,Final,Cash,REF00020084,Final settlement
PAY0020085,INV013509,BK013943,CU01269,2026-02-14,36731.0,Full,Bank Transfer,REF00020085,
PAY0020086,INV013510,BK013944,CU00296,2024-04-06,15451.0,Partial,JazzCash,REF00020086,
PAY0020087,INV013511,BK013945,CU01872,2025-08-29,6443.0,Advance,Cash,REF00020087,Advance 50%
PAY0020088,INV013511,BK013945,CU01872,2025-09-05,6443.0,Final,Cash,REF00020088,Final settlement
PAY0020089,INV013512,BK013946,CU01914,2023-08-12,6492.0,Advance,JazzCash,REF00020089,Advance 20%
PAY0020090,INV013512,BK013946,CU01914,2023-08-19,25969.0,Final,JazzCash,REF00020090,Final settlement
PAY0020091,INV013513,BK013947,CU01988,2026-02-12,2884.0,Advance,Bank Transfer,REF00020091,Advance 20%
PAY0020092,INV013513,BK013947,CU01988,2026-02-19,11536.0,Final,Bank Transfer,REF00020092,Final settlement
PAY0020093,INV013514,BK013948,CU00218,2023-12-14,319575.0,Full,Bank Transfer,REF00020093,
PAY0020094,INV013515,BK013949,CU01827,2022-07-27,1518.0,Advance,Cash,REF00020094,Advance 20%
PAY0020095,INV013515,BK013949,CU01827,2022-08-03,6072.0,Final,Cash,REF00020095,Final settlement
PAY0020096,INV013516,BK013950,CU01702,2025-01-07,7136.0,Advance,Bank Transfer,REF00020096,Advance 50%
PAY0020097,INV013516,BK013950,CU01702,2025-01-14,7137.0,Final,Bank Transfer,REF00020097,Final settlement
PAY0020098,INV013517,BK013951,CU01021,2022-03-14,71446.0,Full,EasyPaisa,REF00020098,
PAY0020099,INV013518,BK013952,CU00848,2023-01-20,741905.0,Full,JazzCash,REF00020099,
PAY0020100,INV013519,BK013953,CU00670,2022-12-18,10976.0,Full,Cash,REF00020100,
PAY0020101,INV013520,BK013954,CU01341,2025-10-10,63724.0,Full,Cash,REF00020101,
PAY0020102,INV013521,BK013955,CU01668,2026-05-15,5872.0,Advance,Bank Transfer,REF00020102,Advance 20%
PAY0020103,INV013521,BK013955,CU01668,2026-05-22,23490.0,Final,Bank Transfer,REF00020103,Final settlement
PAY0020104,INV013522,BK013956,CU01004,2026-05-14,3592.0,Advance,Bank Transfer,REF00020104,Advance 50%
PAY0020105,INV013522,BK013956,CU01004,2026-05-21,3592.0,Final,Bank Transfer,REF00020105,Final settlement
PAY0020106,INV013523,BK013957,CU00709,2025-06-09,33283.0,Full,Bank Transfer,REF00020106,
PAY0020107,INV013524,BK013958,CU00589,2026-06-18,29893.0,Full,Cash,REF00020107,
PAY0020108,INV013525,BK013959,CU01828,2024-09-05,14122.0,Advance,Card (POS),REF00020108,Advance 50%
PAY0020109,INV013525,BK013959,CU01828,2024-09-12,14121.0,Final,Card (POS),REF00020109,Final settlement
PAY0020110,INV013526,BK013960,CU00174,2024-08-04,3716.0,Advance,EasyPaisa,REF00020110,Advance 20%
PAY0020111,INV013526,BK013960,CU00174,2024-08-11,14863.0,Final,EasyPaisa,REF00020111,Final settlement
PAY0020112,INV013527,BK013961,CU01469,2026-01-24,46091.0,Full,Cash,REF00020112,
PAY0020113,INV013528,BK013962,CU00495,2023-06-14,445672.0,Full,Cash,REF00020113,
PAY0020114,INV013529,BK013963,CU01111,2023-04-27,35801.0,Full,Cash,REF00020114,
PAY0020115,INV013530,BK013965,CU00099,2024-09-04,37605.0,Advance,Cash,REF00020115,Advance 50%
PAY0020116,INV013530,BK013965,CU00099,2024-09-11,15301.0,Final,Cash,REF00020116,Final settlement
PAY0020117,INV013531,BK013966,CU00201,2022-09-02,4730.0,Advance,EasyPaisa,REF00020117,Advance 50%
PAY0020118,INV013531,BK013966,CU00201,2022-09-09,4730.0,Final,EasyPaisa,REF00020118,Final settlement
PAY0020119,INV013532,BK013967,CU01279,2022-01-26,67977.0,Full,JazzCash,REF00020119,
PAY0020120,INV013533,BK013968,CU01900,2026-05-21,16706.0,Advance,EasyPaisa,REF00020120,Advance 20%
PAY0020121,INV013533,BK013968,CU01900,2026-05-28,66824.0,Final,EasyPaisa,REF00020121,Final settlement
PAY0020122,INV013534,BK013969,CU00801,2023-04-14,30628.0,Advance,Bank Transfer,REF00020122,Advance 50%
PAY0020123,INV013534,BK013969,CU00801,2023-04-21,30629.0,Final,Bank Transfer,REF00020123,Final settlement
PAY0020124,INV013535,BK013970,CU01057,2024-09-27,30104.0,Partial,Cash,REF00020124,
PAY0020125,INV013536,BK013971,CU00398,2023-10-08,46408.0,Advance,EasyPaisa,REF00020125,Advance 20%
PAY0020126,INV013536,BK013971,CU00398,2023-10-15,185634.0,Final,EasyPaisa,REF00020126,Final settlement
PAY0020127,INV013537,BK013972,CU01953,2026-02-02,1440.0,Advance,JazzCash,REF00020127,Advance 20%
PAY0020128,INV013537,BK013972,CU01953,2026-02-09,5762.0,Final,JazzCash,REF00020128,Final settlement
PAY0020129,INV013538,BK013973,CU00228,2026-05-25,6252.0,Advance,Cash,REF00020129,Advance 50%
PAY0020130,INV013538,BK013973,CU00228,2026-06-01,6253.0,Final,Cash,REF00020130,Final settlement
PAY0020131,INV013539,BK013974,CU01207,2024-04-23,245792.0,Full,Cash,REF00020131,
PAY0020132,INV013540,BK013975,CU00935,2024-02-11,15706.0,Advance,JazzCash,REF00020132,Advance 50%
PAY0020133,INV013540,BK013975,CU00935,2024-02-18,15706.0,Final,JazzCash,REF00020133,Final settlement
PAY0020134,INV013541,BK013976,CU01775,2022-02-10,105990.0,Advance,Cash,REF00020134,Advance 50%
PAY0020135,INV013541,BK013976,CU01775,2022-02-17,105990.0,Final,Cash,REF00020135,Final settlement
PAY0020136,INV013542,BK013977,CU00825,2024-07-01,206489.0,Full,Bank Transfer,REF00020136,
PAY0020137,INV013543,BK013978,CU00251,2024-08-07,58797.0,Full,Cash,REF00020137,
PAY0020138,INV013544,BK013979,CU00096,2025-04-18,3167.0,Advance,Bank Transfer,REF00020138,Advance 20%
PAY0020139,INV013544,BK013979,CU00096,2025-04-25,12666.0,Final,Bank Transfer,REF00020139,Final settlement
PAY0020140,INV013545,BK013980,CU00652,2022-10-23,11318.0,Advance,JazzCash,REF00020140,Advance 20%
PAY0020141,INV013545,BK013980,CU00652,2022-10-30,45274.0,Final,JazzCash,REF00020141,Final settlement
PAY0020142,INV013546,BK013981,CU00048,2025-12-10,1828.0,Advance,JazzCash,REF00020142,Advance 20%
PAY0020143,INV013546,BK013981,CU00048,2025-12-17,7312.0,Final,JazzCash,REF00020143,Final settlement
PAY0020144,INV013547,BK013982,CU01310,2022-01-07,13756.0,Advance,EasyPaisa,REF00020144,Advance 50%
PAY0020145,INV013547,BK013982,CU01310,2022-01-14,7025.0,Final,EasyPaisa,REF00020145,Final settlement
PAY0020146,INV013548,BK013983,CU01023,2025-10-14,18694.0,Full,JazzCash,REF00020146,
PAY0020147,INV013549,BK013984,CU00914,2024-07-24,78650.0,Advance,Cash,REF00020147,Advance 20%
PAY0020148,INV013549,BK013984,CU00914,2024-07-31,314601.0,Final,Cash,REF00020148,Final settlement
PAY0020149,INV013550,BK013985,CU01603,2025-04-29,92824.0,Full,Card (POS),REF00020149,
PAY0020150,INV013551,BK013986,CU01870,2023-02-19,26992.0,Full,JazzCash,REF00020150,
PAY0020151,INV013552,BK013987,CU00322,2026-06-22,1028.0,Advance,Bank Transfer,REF00020151,Advance 20%
PAY0020152,INV013552,BK013987,CU00322,2026-06-29,4114.0,Final,Bank Transfer,REF00020152,Final settlement
PAY0020153,INV013553,BK013988,CU00146,2024-06-22,223.0,Advance,EasyPaisa,REF00020153,Advance 20%
PAY0020154,INV013553,BK013988,CU00146,2024-06-29,891.0,Final,EasyPaisa,REF00020154,Final settlement
PAY0020155,INV013554,BK013989,CU00407,2024-08-01,1162.0,Advance,Cash,REF00020155,Advance 20%
PAY0020156,INV013554,BK013989,CU00407,2024-08-08,4646.0,Final,Cash,REF00020156,Final settlement
PAY0020157,INV013555,BK013990,CU01735,2023-08-25,3097.0,Advance,Cash,REF00020157,Advance 20%
PAY0020158,INV013555,BK013990,CU01735,2023-09-01,12390.0,Final,Cash,REF00020158,Final settlement
PAY0020159,INV013556,BK013991,CU00564,2023-06-25,3996.0,Partial,Cash,REF00020159,
PAY0020160,INV013557,BK013992,CU01822,2026-04-07,30859.0,Advance,Cash,REF00020160,Advance 50%
PAY0020161,INV013558,BK013993,CU01382,2022-11-18,43631.0,Advance,Cash,REF00020161,Advance 50%
PAY0020162,INV013558,BK013993,CU01382,2022-11-25,43631.0,Final,Cash,REF00020162,Final settlement
PAY0020163,INV013559,BK013994,CU01805,2022-01-11,72680.0,Advance,JazzCash,REF00020163,Advance 50%
PAY0020164,INV013559,BK013994,CU01805,2022-01-18,72680.0,Final,JazzCash,REF00020164,Final settlement
PAY0020165,INV013560,BK013995,CU01070,2022-11-02,11663.0,Advance,EasyPaisa,REF00020165,Advance 20%
PAY0020166,INV013560,BK013995,CU01070,2022-11-09,46651.0,Final,EasyPaisa,REF00020166,Final settlement
PAY0020167,INV013561,BK013996,CU00003,2023-10-07,3719.0,Advance,Cash,REF00020167,Advance 50%
PAY0020168,INV013561,BK013996,CU00003,2023-10-14,3719.0,Final,Cash,REF00020168,Final settlement
PAY0020169,INV013562,BK013997,CU01259,2024-06-25,69181.0,Advance,Cash,REF00020169,Advance 50%
PAY0020170,INV013562,BK013997,CU01259,2024-07-02,69181.0,Final,Cash,REF00020170,Final settlement
PAY0020171,INV013563,BK013998,CU00703,2023-09-21,693836.0,Full,JazzCash,REF00020171,
PAY0020172,INV013564,BK013999,CU01327,2025-11-26,423639.0,Full,JazzCash,REF00020172,
PAY0020173,INV013565,BK014000,CU00825,2025-06-26,1170.0,Advance,Cash,REF00020173,Advance 20%
PAY0020174,INV013565,BK014000,CU00825,2025-07-03,4679.0,Final,Cash,REF00020174,Final settlement
PAY0020175,INV013566,BK014001,CU01390,2024-02-18,4359.0,Advance,Cash,REF00020175,Advance 50%
PAY0020176,INV013566,BK014001,CU01390,2024-02-25,4359.0,Final,Cash,REF00020176,Final settlement
PAY0020177,INV013567,BK014002,CU00324,2022-06-29,10048.0,Advance,EasyPaisa,REF00020177,Advance 20%
PAY0020178,INV013567,BK014002,CU00324,2022-07-06,40192.0,Final,EasyPaisa,REF00020178,Final settlement
PAY0020179,INV013568,BK014003,CU00370,2024-04-29,62014.0,Full,JazzCash,REF00020179,
PAY0020180,INV013569,BK014004,CU00021,2025-05-12,3909.0,Full,Cash,REF00020180,
PAY0020181,INV013570,BK014005,CU01035,2024-02-21,39220.0,Partial,Cash,REF00020181,
PAY0020182,INV013571,BK014006,CU01372,2025-12-14,5842.0,Advance,Cash,REF00020182,Advance 50%
PAY0020183,INV013571,BK014006,CU01372,2025-12-21,4186.0,Final,Cash,REF00020183,Final settlement
PAY0020184,INV013572,BK014007,CU01279,2025-05-13,2996.0,Advance,Bank Transfer,REF00020184,Advance 20%
PAY0020185,INV013572,BK014007,CU01279,2025-05-20,11985.0,Final,Bank Transfer,REF00020185,Final settlement
PAY0020186,INV013573,BK014008,CU01518,2026-02-27,4903.0,Advance,Card (POS),REF00020186,Advance 50%
PAY0020187,INV013573,BK014008,CU01518,2026-03-06,4903.0,Final,Card (POS),REF00020187,Final settlement
PAY0020188,INV013574,BK014009,CU00565,2025-03-08,7838.0,Advance,JazzCash,REF00020188,Advance 50%
PAY0020189,INV013574,BK014009,CU00565,2025-03-15,7838.0,Final,JazzCash,REF00020189,Final settlement
PAY0020190,INV013575,BK014010,CU01767,2024-07-18,6101.0,Full,Cash,REF00020190,
PAY0020191,INV013576,BK014011,CU01672,2023-03-10,3335.0,Advance,Bank Transfer,REF00020191,Advance 20%
PAY0020192,INV013576,BK014011,CU01672,2023-03-17,13342.0,Final,Bank Transfer,REF00020192,Final settlement
PAY0020193,INV013577,BK014012,CU01081,2025-06-16,10073.0,Advance,JazzCash,REF00020193,Advance 50%
PAY0020194,INV013577,BK014012,CU01081,2025-06-23,10073.0,Final,JazzCash,REF00020194,Final settlement
PAY0020195,INV013578,BK014013,CU01633,2025-05-18,2566.0,Advance,Cash,REF00020195,Advance 20%
PAY0020196,INV013578,BK014013,CU01633,2025-05-25,10266.0,Final,Cash,REF00020196,Final settlement
PAY0020197,INV013579,BK014014,CU01310,2026-02-25,1996.0,Advance,JazzCash,REF00020197,Advance 20%
PAY0020198,INV013579,BK014014,CU01310,2026-03-04,2169.0,Final,JazzCash,REF00020198,Final settlement
PAY0020199,INV013580,BK014015,CU01893,2022-10-15,135844.0,Advance,EasyPaisa,REF00020199,Advance 20%
