leg_id,trip_id,leg_sequence,city,lat,lon,km_so_far,stop_type,stop_duration_min
LG0017538,TR013564,3,Waypoint-3,31.771019,70.410295,1080.2,Toll,22
LG0017539,TR013564,4,Waypoint-4,34.075393,71.581728,1440.2,Rest Stop,7
LG0017540,TR013565,1,Waypoint-1,31.596317,73.700303,67.5,Rest Stop,11
LG0017541,TR013565,2,Waypoint-2,31.518764,73.093356,135.0,Fuel Stop,8
LG0017542,TR013566,1,Waypoint-1,26.21068,68.416269,257.8,Fuel Stop,41
LG0017543,TR013566,2,Waypoint-2,27.508015,69.961102,515.7,Rest Stop,23
LG0017544,TR013566,3,Waypoint-3,28.940146,71.359711,773.5,Toll,35
LG0017545,TR013566,4,Waypoint-4,30.194047,72.963422,1031.4,Fuel Stop,36
LG0017546,TR013566,5,Waypoint-5,31.514702,74.442411,1289.2,Toll,15
LG0017547,TR013567,1,Waypoint-1,32.685015,73.913253,182.3,Waypoint,45
LG0017548,TR013567,2,Waypoint-2,33.878123,73.346328,364.6,Fuel Stop,37
LG0017549,TR013570,1,Waypoint-1,31.432955,71.581067,369.5,Rest Stop,44
LG0017550,TR013570,2,Waypoint-2,29.222345,70.094337,739.0,Waypoint,26
LG0017551,TR013570,3,Waypoint-3,27.074694,68.567734,1108.4,Toll,41
LG0017552,TR013570,4,Waypoint-4,24.858062,66.961953,1477.9,Fuel Stop,36
LG0017553,TR013573,1,Waypoint-1,31.021313,71.932039,121.6,Toll,25
LG0017554,TR013573,2,Waypoint-2,31.738388,72.315615,243.2,Fuel Stop,23
LG0017555,TR013573,3,Waypoint-3,32.489491,72.592543,364.8,Rest Stop,31
LG0017556,TR013573,4,Waypoint-4,33.278814,72.992252,486.4,Fuel Stop,13
LG0017557,TR013573,5,Waypoint-5,34.138077,73.372791,608.0,Fuel Stop,6
LG0017558,TR013575,1,Waypoint-1,32.586547,73.73077,190.4,Toll,42
LG0017559,TR013575,2,Waypoint-2,31.493745,74.359934,380.8,Toll,19
LG0017560,TR013583,1,Waypoint-1,28.168258,70.71179,625.5,Fuel Stop,39
LG0017561,TR013583,2,Waypoint-2,31.433532,74.35577,1251.0,Waypoint,16
LG0017562,TR013585,1,Waypoint-1,31.254824,72.870911,187.3,Toll,37
LG0017563,TR013585,2,Waypoint-2,30.972577,71.386388,374.6,Waypoint,18
LG0017564,TR013585,3,Waypoint-3,30.762869,69.937521,561.8,Fuel Stop,42
LG0017565,TR013585,4,Waypoint-4,30.43918,68.450642,749.1,Fuel Stop,26
LG0017566,TR013585,5,Waypoint-5,30.237445,67.056454,936.4,Fuel Stop,36
LG0017567,TR013588,1,Waypoint-1,32.617682,73.731801,194.9,Rest Stop,31
LG0017568,TR013588,2,Waypoint-2,33.642675,73.088892,389.8,Toll,20
LG0017569,TR013594,1,Waypoint-1,32.750442,73.025733,249.3,Waypoint,22
LG0017570,TR013594,2,Waypoint-2,31.502599,74.234765,498.6,Waypoint,22
LG0017571,TR013595,1,Waypoint-1,32.733005,73.80037,182.3,Rest Stop,16
LG0017572,TR013595,2,Waypoint-2,33.854403,73.441026,364.6,Toll,40
LG0017573,TR013597,1,Waypoint-1,32.674186,73.621947,182.8,Toll,23
LG0017574,TR013597,2,Waypoint-2,31.610015,74.464721,365.7,Toll,32
LG0017575,TR013606,1,Waypoint-1,32.663106,73.949813,182.3,Toll,18
LG0017576,TR013606,2,Waypoint-2,31.598952,74.388546,364.6,Rest Stop,18
LG0017577,TR013616,1,Waypoint-1,27.068394,68.614755,348.9,Rest Stop,43
LG0017578,TR013616,2,Waypoint-2,29.281644,70.008426,697.9,Rest Stop,37
LG0017579,TR013616,3,Waypoint-3,31.578343,71.573657,1046.8,Rest Stop,33
LG0017580,TR013616,4,Waypoint-4,33.658255,73.010815,1395.8,Fuel Stop,7
LG0017581,TR013618,1,Waypoint-1,30.194716,69.376049,284.3,Rest Stop,9
LG0017582,TR013618,2,Waypoint-2,30.286754,67.000886,568.6,Waypoint,27
LG0017583,TR013619,1,Waypoint-1,32.577684,73.716065,168.9,Rest Stop,42
LG0017584,TR013619,2,Waypoint-2,31.453198,74.326995,337.8,Waypoint,41
LG0017585,TR013622,1,Waypoint-1,32.56065,72.573002,181.0,Rest Stop,26
LG0017586,TR013622,2,Waypoint-2,31.315207,71.94847,362.0,Rest Stop,37
LG0017587,TR013622,3,Waypoint-3,30.192401,71.491825,543.0,Waypoint,31
LG0017588,TR013628,1,Waypoint-1,27.738742,69.039029,453.5,Waypoint,28
LG0017589,TR013628,2,Waypoint-2,30.805683,71.113111,906.9,Fuel Stop,24
LG0017590,TR013628,3,Waypoint-3,33.668213,72.986021,1360.4,Waypoint,31
LG0017591,TR013630,1,Waypoint-1,31.823856,71.804365,293.7,Fuel Stop,13
LG0017592,TR013630,2,Waypoint-2,30.045164,70.590016,587.5,Rest Stop,41
LG0017593,TR013630,3,Waypoint-3,28.350449,69.432743,881.2,Toll,45
LG0017594,TR013630,4,Waypoint-4,26.561667,68.296313,1175.0,Rest Stop,40
LG0017595,TR013630,5,Waypoint-5,24.9361,67.009304,1468.7,Toll,22
LG0017596,TR013633,1,Waypoint-1,30.476623,72.275006,86.3,Waypoint,18
LG0017597,TR013633,2,Waypoint-2,30.809295,72.991517,172.6,Rest Stop,23
LG0017598,TR013633,3,Waypoint-3,31.208013,73.630297,258.8,Toll,32
LG0017599,TR013633,4,Waypoint-4,31.524513,74.376802,345.1,Fuel Stop,27
LG0017600,TR013635,1,Waypoint-1,26.568534,68.872052,310.5,Toll,14
LG0017601,TR013635,2,Waypoint-2,28.240463,70.722177,621.0,Fuel Stop,30
LG0017602,TR013635,3,Waypoint-3,29.830314,72.513995,931.6,Fuel Stop,30
LG0017603,TR013635,4,Waypoint-4,31.514697,74.321165,1242.1,Toll,17
LG0017604,TR013637,1,Waypoint-1,26.677696,68.80962,349.5,Waypoint,38
LG0017605,TR013637,2,Waypoint-2,28.574799,70.529188,699.0,Toll,37
LG0017606,TR013637,3,Waypoint-3,30.313888,72.388507,1048.4,Fuel Stop,7
LG0017607,TR013637,4,Waypoint-4,32.241259,74.196048,1397.9,Toll,29
LG0017608,TR013639,1,Waypoint-1,31.983573,74.027876,84.5,Toll,31
LG0017609,TR013639,2,Waypoint-2,32.553644,73.700818,168.9,Rest Stop,16
LG0017610,TR013639,3,Waypoint-3,33.017329,73.431304,253.4,Waypoint,28
LG0017611,TR013639,4,Waypoint-4,33.477457,73.017393,337.8,Fuel Stop,13
LG0017612,TR013640,1,Waypoint-1,33.8621,72.44559,57.6,Waypoint,17
LG0017613,TR013640,2,Waypoint-2,34.018562,72.062252,115.3,Waypoint,8
LG0017614,TR013640,3,Waypoint-3,34.017718,71.583444,172.9,Toll,23
LG0017615,TR013642,1,Waypoint-1,31.848987,69.919426,450.4,Waypoint,6
LG0017616,TR013642,2,Waypoint-2,30.213891,66.989682,900.7,Waypoint,28
LG0017617,TR013644,1,Waypoint-1,31.006203,69.981989,480.1,Toll,19
LG0017618,TR013644,2,Waypoint-2,27.890201,68.571683,960.1,Toll,8
LG0017619,TR013644,3,Waypoint-3,24.870815,67.000968,1440.2,Fuel Stop,26
LG0017620,TR013645,1,Waypoint-1,31.268728,73.784882,64.9,Toll,5
LG0017621,TR013645,2,Waypoint-2,30.996138,73.211961,129.8,Fuel Stop,33
LG0017622,TR013645,3,Waypoint-3,30.677441,72.74311,194.8,Toll,16
LG0017623,TR013645,4,Waypoint-4,30.469346,72.120043,259.7,Rest Stop,40
LG0017624,TR013645,5,Waypoint-5,30.072202,71.525371,324.6,Waypoint,5
LG0017625,TR013646,1,Waypoint-1,32.370488,73.926243,134.8,Toll,20
LG0017626,TR013646,2,Waypoint-2,33.204955,73.553852,269.5,Toll,32
LG0017627,TR013646,3,Waypoint-3,34.190704,73.213496,404.3,Waypoint,33
LG0017628,TR013648,1,Waypoint-1,32.13981,73.954253,92.7,Fuel Stop,9
LG0017629,TR013648,2,Waypoint-2,32.599102,73.635978,185.3,Toll,31
LG0017630,TR013648,3,Waypoint-3,33.141422,73.236034,278.0,Waypoint,6
LG0017631,TR013648,4,Waypoint-4,33.651649,73.051508,370.6,Rest Stop,20
LG0017632,TR013652,1,Waypoint-1,27.973997,69.246195,511.6,Fuel Stop,43
LG0017633,TR013652,2,Waypoint-2,30.903675,71.25404,1023.1,Rest Stop,34
LG0017634,TR013652,3,Waypoint-3,33.952907,73.444894,1534.7,Toll,5
LG0017635,TR013653,1,Waypoint-1,33.817649,72.562778,58.0,Toll,43
LG0017636,TR013653,2,Waypoint-2,33.930866,72.020745,115.9,Fuel Stop,34
LG0017637,TR013653,3,Waypoint-3,33.924541,71.530575,173.9,Waypoint,42
LG0017638,TR013660,1,Waypoint-1,33.316951,73.400712,76.3,Waypoint,40
LG0017639,TR013660,2,Waypoint-2,32.780714,73.567822,152.7,Waypoint,12
LG0017640,TR013660,3,Waypoint-3,32.408575,73.815326,229.0,Rest Stop,25
LG0017641,TR013660,4,Waypoint-4,31.913104,74.16804,305.4,Rest Stop,38
LG0017642,TR013660,5,Waypoint-5,31.494122,74.369665,381.7,Fuel Stop,39
LG0017643,TR013661,1,Waypoint-1,29.307939,70.015862,737.9,Rest Stop,12
LG0017644,TR013661,2,Waypoint-2,24.864258,67.040117,1475.7,Fuel Stop,13
LG0017645,TR013665,1,Waypoint-1,33.518715,71.988806,99.7,Waypoint,8
LG0017646,TR013665,2,Waypoint-2,33.016094,72.648542,199.4,Waypoint,17
LG0017647,TR013665,3,Waypoint-3,32.574985,73.097079,299.2,Rest Stop,19
LG0017648,TR013665,4,Waypoint-4,32.077478,73.809193,398.9,Toll,25
LG0017649,TR013665,5,Waypoint-5,31.53857,74.303919,498.6,Toll,38
LG0017650,TR013668,1,Waypoint-1,31.540619,71.562546,369.2,Toll,45
LG0017651,TR013668,2,Waypoint-2,29.317032,70.036278,738.4,Fuel Stop,29
LG0017652,TR013668,3,Waypoint-3,27.013373,68.48769,1107.5,Rest Stop,24
LG0017653,TR013668,4,Waypoint-4,24.826278,67.02142,1476.7,Waypoint,34
LG0017654,TR013671,1,Waypoint-1,32.398303,73.920541,121.5,Waypoint,19
LG0017655,TR013671,2,Waypoint-2,33.132125,73.680754,243.1,Fuel Stop,33
LG0017656,TR013671,3,Waypoint-3,33.89418,73.336491,364.6,Toll,13
LG0017657,TR013672,1,Waypoint-1,33.330033,73.203756,51.4,Toll,32
LG0017658,TR013672,2,Waypoint-2,33.08064,73.558463,102.9,Fuel Stop,29
LG0017659,TR013672,3,Waypoint-3,32.811839,73.769775,154.3,Toll,33
LG0017660,TR013672,4,Waypoint-4,32.454745,73.986249,205.8,Fuel Stop,21
LG0017661,TR013672,5,Waypoint-5,32.164309,74.219677,257.2,Fuel Stop,40
LG0017662,TR013678,1,Waypoint-1,26.610722,68.203479,275.9,Waypoint,40
LG0017663,TR013678,2,Waypoint-2,28.357517,69.489884,551.9,Fuel Stop,16
LG0017664,TR013678,3,Waypoint-3,30.112863,70.627944,827.8,Toll,43
LG0017665,TR013678,4,Waypoint-4,31.987328,71.869095,1103.8,Toll,5
LG0017666,TR013678,5,Waypoint-5,33.618372,73.094053,1379.7,Waypoint,27
LG0017667,TR013682,1,Waypoint-1,32.131618,73.912689,131.7,Waypoint,33
LG0017668,TR013682,2,Waypoint-2,32.890414,73.477966,263.5,Waypoint,18
LG0017669,TR013682,3,Waypoint-3,33.582489,73.00774,395.2,Toll,6
LG0017670,TR013686,1,Waypoint-1,32.261694,73.962863,128.9,Waypoint,40
LG0017671,TR013686,2,Waypoint-2,32.945491,73.497405,257.9,Toll,15
LG0017672,TR013686,3,Waypoint-3,33.800868,73.078308,386.8,Toll,14
LG0017673,TR013687,1,Waypoint-1,26.261604,68.447443,248.1,Rest Stop,31
LG0017674,TR013687,2,Waypoint-2,27.481624,69.897604,496.2,Toll,30
LG0017675,TR013687,3,Waypoint-3,28.904269,71.469836,744.4,Rest Stop,23
LG0017676,TR013687,4,Waypoint-4,30.205122,72.758357,992.5,Toll,20
LG0017677,TR013687,5,Waypoint-5,31.53998,74.416505,1240.6,Waypoint,41
LG0017678,TR013701,1,Waypoint-1,26.706475,68.532933,320.1,Toll,29
LG0017679,TR013701,2,Waypoint-2,28.358325,70.152243,640.2,Fuel Stop,10
LG0017680,TR013701,3,Waypoint-3,30.130699,71.598217,960.3,Fuel Stop,32
LG0017681,TR013702,1,Waypoint-1,33.988758,73.194904,41.4,Rest Stop,8
LG0017682,TR013702,2,Waypoint-2,33.808686,73.081446,82.7,Toll,18
LG0017683,TR013702,3,Waypoint-3,33.67805,72.95524,124.1,Rest Stop,37
LG0017684,TR013704,1,Waypoint-1,26.597564,68.308748,270.7,Rest Stop,10
LG0017685,TR013704,2,Waypoint-2,28.315474,69.505253,541.3,Toll,43
LG0017686,TR013704,3,Waypoint-3,30.241051,70.703792,812.0,Toll,39
LG0017687,TR013704,4,Waypoint-4,31.936181,71.884908,1082.6,Waypoint,31
LG0017688,TR013704,5,Waypoint-5,33.774452,73.095583,1353.3,Fuel Stop,20
LG0017689,TR013705,1,Waypoint-1,31.997723,74.026771,74.3,Toll,44
LG0017690,TR013705,2,Waypoint-2,32.361537,73.838045,148.6,Toll,11
LG0017691,TR013705,3,Waypoint-3,32.806323,73.651112,222.9,Waypoint,40
LG0017692,TR013705,4,Waypoint-4,33.239193,73.224989,297.2,Waypoint,22
LG0017693,TR013705,5,Waypoint-5,33.710264,73.059087,371.5,Toll,10
LG0017694,TR013707,1,Waypoint-1,32.135698,73.842965,112.6,Waypoint,27
LG0017695,TR013707,2,Waypoint-2,32.77305,73.418465,225.2,Waypoint,43
LG0017696,TR013707,3,Waypoint-3,33.494409,73.004349,337.8,Fuel Stop,37
LG0017697,TR013708,1,Waypoint-1,26.74711,67.040115,256.3,Rest Stop,17
LG0017698,TR013708,2,Waypoint-2,28.3472,66.982989,512.6,Fuel Stop,43
LG0017699,TR013708,3,Waypoint-3,30.103731,66.918576,768.9,Rest Stop,7
LG0017700,TR013709,1,Waypoint-1,33.097412,73.776188,133.5,Waypoint,37
LG0017701,TR013709,2,Waypoint-2,33.942165,73.387953,267.0,Fuel Stop,28
LG0017702,TR013710,1,Waypoint-1,29.47283,69.352293,720.1,Waypoint,38
LG0017703,TR013710,2,Waypoint-2,24.824745,67.014059,1440.2,Toll,20
LG0017704,TR013714,1,Waypoint-1,33.903228,72.016445,57.6,Toll,40
LG0017705,TR013714,2,Waypoint-2,33.817076,72.533498,115.3,Waypoint,23
LG0017706,TR013714,3,Waypoint-3,33.708332,73.092106,172.9,Rest Stop,27
LG0017707,TR013715,1,Waypoint-1,31.882028,74.008382,72.6,Rest Stop,11
LG0017708,TR013715,2,Waypoint-2,32.425882,73.850172,145.1,Toll,38
LG0017709,TR013715,3,Waypoint-3,32.709125,73.625276,217.7,Waypoint,37
LG0017710,TR013715,4,Waypoint-4,33.283178,73.25946,290.2,Waypoint,21
LG0017711,TR013715,5,Waypoint-5,33.679503,72.915582,362.8,Rest Stop,13
LG0017712,TR013717,1,Waypoint-1,32.075298,74.017317,95.8,Waypoint,24
LG0017713,TR013717,2,Waypoint-2,32.630011,73.804037,191.6,Waypoint,33
LG0017714,TR013717,3,Waypoint-3,33.076178,73.29343,287.4,Fuel Stop,38
LG0017715,TR013717,4,Waypoint-4,33.73008,73.1546,383.2,Fuel Stop,17
LG0017716,TR013718,1,Waypoint-1,27.994724,69.003298,517.4,Rest Stop,15
LG0017717,TR013718,2,Waypoint-2,31.073072,71.146775,1034.8,Toll,38
LG0017718,TR013718,3,Waypoint-3,34.074674,73.28227,1552.2,Fuel Stop,40
LG0017719,TR013720,1,Waypoint-1,26.540233,68.537423,307.9,Fuel Stop,28
LG0017720,TR013720,2,Waypoint-2,28.095057,70.052709,615.9,Toll,12
LG0017721,TR013720,3,Waypoint-3,29.743708,71.563744,923.8,Rest Stop,5
LG0017722,TR013720,4,Waypoint-4,31.452879,73.208591,1231.7,Toll,33
LG0017723,TR013721,1,Waypoint-1,27.969438,68.977945,517.4,Fuel Stop,18
LG0017724,TR013721,2,Waypoint-2,30.991284,71.11829,1034.8,Rest Stop,39
LG0017725,TR013721,3,Waypoint-3,34.057597,73.170457,1552.2,Waypoint,42
LG0017726,TR013722,1,Waypoint-1,30.711791,69.376394,312.1,Rest Stop,36
LG0017727,TR013722,2,Waypoint-2,31.096708,71.897847,624.3,Toll,25
LG0017728,TR013722,3,Waypoint-3,31.553576,74.408939,936.4,Rest Stop,23
LG0017729,TR013723,1,Waypoint-1,31.481236,71.499135,350.8,Toll,22
LG0017730,TR013723,2,Waypoint-2,29.350698,70.085451,701.5,Waypoint,12
LG0017731,TR013723,3,Waypoint-3,27.086854,68.49069,1052.3,Rest Stop,12
LG0017732,TR013723,4,Waypoint-4,24.856796,67.009173,1403.1,Waypoint,22
LG0017733,TR013725,1,Waypoint-1,26.050045,68.281044,246.3,Toll,6
LG0017734,TR013725,2,Waypoint-2,27.59829,69.516424,492.7,Rest Stop,28
LG0017735,TR013725,3,Waypoint-3,28.83998,70.640554,739.0,Fuel Stop,14
LG0017736,TR013725,4,Waypoint-4,30.170013,71.867229,985.4,Waypoint,10
LG0017737,TR013725,5,Waypoint-5,31.514667,73.081062,1231.7,Toll,42
LG0017738,TR013729,1,Waypoint-1,27.904737,69.014585,456.7,Waypoint,24
LG0017739,TR013729,2,Waypoint-2,30.770048,71.004176,913.4,Fuel Stop,32
LG0017740,TR013729,3,Waypoint-3,33.647708,73.024294,1370.1,Rest Stop,35
LG0017741,TR013733,1,Waypoint-1,32.654724,73.720863,168.9,Rest Stop,21
LG0017742,TR013733,2,Waypoint-2,33.622886,73.059461,337.8,Toll,43
LG0017743,TR013737,1,Waypoint-1,33.966117,73.059354,59.6,Rest Stop,36
LG0017744,TR013737,2,Waypoint-2,34.142817,73.270434,119.2,Waypoint,29
LG0017745,TR013741,1,Waypoint-1,32.225228,73.938198,124.2,Fuel Stop,8
LG0017746,TR013741,2,Waypoint-2,32.945332,73.448529,248.3,Toll,26
LG0017747,TR013741,3,Waypoint-3,33.667747,72.979385,372.5,Toll,40
LG0017748,TR013743,1,Waypoint-1,31.920783,73.18381,64.6,Toll,12
LG0017749,TR013743,2,Waypoint-2,32.33968,73.125981,129.2,Waypoint,17
LG0017750,TR013743,3,Waypoint-3,32.77292,73.068523,193.9,Waypoint,42
LG0017751,TR013743,4,Waypoint-4,33.229345,73.099336,258.5,Toll,39
LG0017752,TR013743,5,Waypoint-5,33.638975,73.077846,323.1,Fuel Stop,25
LG0017753,TR013745,1,Waypoint-1,26.580663,67.042101,256.3,Waypoint,29
LG0017754,TR013745,2,Waypoint-2,28.4036,66.940249,512.6,Rest Stop,14
LG0017755,TR013745,3,Waypoint-3,30.184537,67.028015,768.9,Toll,32
LG0017756,TR013749,1,Waypoint-1,33.849995,73.101452,38.9,Fuel Stop,28
LG0017757,TR013749,2,Waypoint-2,33.916279,73.150569,77.8,Fuel Stop,22
LG0017758,TR013749,3,Waypoint-3,34.127285,73.269287,116.7,Rest Stop,17
LG0017759,TR013752,1,Waypoint-1,31.250984,72.85276,187.3,Rest Stop,27
LG0017760,TR013752,2,Waypoint-2,30.972182,71.321978,374.6,Fuel Stop,35
LG0017761,TR013752,3,Waypoint-3,30.66652,69.92031,561.8,Waypoint,41
LG0017762,TR013752,4,Waypoint-4,30.387039,68.405362,749.1,Rest Stop,34
LG0017763,TR013752,5,Waypoint-5,30.194775,66.903353,936.4,Rest Stop,21
LG0017764,TR013754,1,Waypoint-1,32.544069,73.815103,193.7,Rest Stop,26
LG0017765,TR013754,2,Waypoint-2,33.815525,73.101805,387.3,Rest Stop,25
LG0017766,TR013755,1,Waypoint-1,26.721056,67.859074,288.0,Waypoint,26
LG0017767,TR013755,2,Waypoint-2,28.578566,68.887353,576.1,Toll,36
LG0017768,TR013755,3,Waypoint-3,30.332929,69.704521,864.1,Rest Stop,12
LG0017769,TR013755,4,Waypoint-4,32.217488,70.646978,1152.2,Toll,29
LG0017770,TR013755,5,Waypoint-5,34.011583,71.612952,1440.2,Fuel Stop,11
LG0017771,TR013757,1,Waypoint-1,26.633614,68.195882,297.2,Rest Stop,44
LG0017772,TR013757,2,Waypoint-2,28.448744,69.462864,594.4,Waypoint,26
LG0017773,TR013757,3,Waypoint-3,30.173463,70.611752,891.7,Fuel Stop,21
LG0017774,TR013757,4,Waypoint-4,31.910437,71.802436,1188.9,Rest Stop,20
LG0017775,TR013757,5,Waypoint-5,33.789528,73.03168,1486.1,Toll,38
LG0017776,TR013758,1,Waypoint-1,33.212998,73.548757,91.2,Fuel Stop,33
LG0017777,TR013758,2,Waypoint-2,32.688702,73.875829,182.3,Rest Stop,45
LG0017778,TR013758,3,Waypoint-3,32.192741,74.067603,273.5,Toll,7
LG0017779,TR013758,4,Waypoint-4,31.529905,74.436264,364.6,Rest Stop,36
LG0017780,TR013759,1,Waypoint-1,26.671146,68.264985,296.4,Waypoint,45
LG0017781,TR013759,2,Waypoint-2,28.37787,69.333656,592.8,Fuel Stop,42
LG0017782,TR013759,3,Waypoint-3,30.150858,70.589103,889.1,Toll,43
LG0017783,TR013759,4,Waypoint-4,31.948539,71.812252,1185.5,Waypoint,44
LG0017784,TR013759,5,Waypoint-5,33.703443,73.021855,1481.9,Fuel Stop,29
LG0017785,TR013760,1,Waypoint-1,33.931337,73.101491,59.4,Waypoint,6
LG0017786,TR013760,2,Waypoint-2,34.222719,73.225303,118.7,Waypoint,11
LG0017787,TR013761,1,Waypoint-1,31.933013,70.010071,450.4,Toll,20
LG0017788,TR013761,2,Waypoint-2,33.706216,73.041229,900.7,Waypoint,11
LG0017789,TR013766,1,Waypoint-1,26.714414,67.961318,288.0,Toll,39
LG0017790,TR013766,2,Waypoint-2,28.595638,68.735885,576.1,Waypoint,35
LG0017791,TR013766,3,Waypoint-3,30.330316,69.704768,864.1,Toll,45
LG0017792,TR013766,4,Waypoint-4,32.166851,70.638946,1152.2,Rest Stop,16
LG0017793,TR013766,5,Waypoint-5,34.056678,71.487182,1440.2,Fuel Stop,41
LG0017794,TR013768,1,Waypoint-1,28.853916,67.027845,192.2,Waypoint,15
LG0017795,TR013768,2,Waypoint-2,27.511177,67.062583,384.4,Waypoint,13
LG0017796,TR013768,3,Waypoint-3,26.155238,67.014874,576.7,Rest Stop,39
LG0017797,TR013768,4,Waypoint-4,24.892445,67.040481,768.9,Waypoint,34
LG0017798,TR013776,1,Waypoint-1,29.932946,72.504824,304.7,Toll,9
LG0017799,TR013776,2,Waypoint-2,28.139969,70.698619,609.5,Toll,38
LG0017800,TR013776,3,Waypoint-3,26.568551,68.893151,914.2,Toll,32
LG0017801,TR013776,4,Waypoint-4,24.829463,67.032922,1218.9,Rest Stop,40
LG0017802,TR013778,1,Waypoint-1,32.283568,73.949749,127.8,Waypoint,45
LG0017803,TR013778,2,Waypoint-2,32.972521,73.456712,255.7,Toll,36
LG0017804,TR013778,3,Waypoint-3,33.691977,72.966223,383.5,Rest Stop,34
LG0017805,TR013779,1,Waypoint-1,30.912433,68.250843,180.1,Fuel Stop,17
LG0017806,TR013779,2,Waypoint-2,31.62635,69.414013,360.3,Fuel Stop,18
LG0017807,TR013779,3,Waypoint-3,32.224404,70.608693,540.4,Waypoint,7
LG0017808,TR013779,4,Waypoint-4,32.987305,71.796345,720.6,Toll,34
LG0017809,TR013779,5,Waypoint-5,33.69133,73.049494,900.7,Fuel Stop,5
LG0017810,TR013786,1,Waypoint-1,31.897617,74.084427,74.3,Fuel Stop,31
LG0017811,TR013786,2,Waypoint-2,32.393545,73.81572,148.6,Rest Stop,40
LG0017812,TR013786,3,Waypoint-3,32.800286,73.55998,223.0,Toll,9
LG0017813,TR013786,4,Waypoint-4,33.265365,73.311216,297.3,Rest Stop,18
LG0017814,TR013786,5,Waypoint-5,33.715581,73.062448,371.6,Toll,13
LG0017815,TR013787,1,Waypoint-1,32.652824,73.731799,196.9,Rest Stop,36
LG0017816,TR013787,2,Waypoint-2,31.55839,74.355995,393.9,Waypoint,8
LG0017817,TR013797,1,Waypoint-1,31.254317,72.853974,187.3,Rest Stop,44
LG0017818,TR013797,2,Waypoint-2,31.084311,71.34979,374.6,Fuel Stop,42
LG0017819,TR013797,3,Waypoint-3,30.650141,69.887276,561.8,Rest Stop,24
LG0017820,TR013797,4,Waypoint-4,30.426908,68.55657,749.1,Rest Stop,13
LG0017821,TR013797,5,Waypoint-5,30.158909,66.951107,936.4,Toll,31
LG0017822,TR013798,1,Waypoint-1,33.124929,73.297273,67.6,Toll,38
LG0017823,TR013798,2,Waypoint-2,32.774218,73.54751,135.1,Waypoint,23
LG0017824,TR013798,3,Waypoint-3,32.261963,73.753869,202.7,Toll,40
LG0017825,TR013798,4,Waypoint-4,31.915744,74.117113,270.2,Fuel Stop,45
LG0017826,TR013798,5,Waypoint-5,31.529344,74.400862,337.8,Toll,30
LG0017827,TR013800,1,Waypoint-1,33.003152,71.796669,180.1,Waypoint,23
LG0017828,TR013800,2,Waypoint-2,32.248291,70.587723,360.3,Toll,30
LG0017829,TR013800,3,Waypoint-3,31.646289,69.409314,540.4,Rest Stop,34
LG0017830,TR013800,4,Waypoint-4,30.887298,68.116086,720.6,Waypoint,29
LG0017831,TR013800,5,Waypoint-5,30.16168,66.917598,900.7,Rest Stop,12
LG0017832,TR013802,1,Waypoint-1,26.969455,69.408574,427.3,Toll,15
LG0017833,TR013802,2,Waypoint-2,29.326497,71.850266,854.6,Rest Stop,45
LG0017834,TR013802,3,Waypoint-3,31.551322,74.299532,1281.9,Waypoint,21
LG0017835,TR013803,1,Waypoint-1,32.034544,73.759531,99.7,Waypoint,7
LG0017836,TR013803,2,Waypoint-2,32.614938,73.151101,199.4,Fuel Stop,15
LG0017837,TR013803,3,Waypoint-3,33.095721,72.685989,299.2,Fuel Stop,12
LG0017838,TR013803,4,Waypoint-4,33.529394,72.042481,398.9,Fuel Stop,27
LG0017839,TR013803,5,Waypoint-5,34.00792,71.460107,498.6,Rest Stop,24
LG0017840,TR013806,1,Waypoint-1,27.492235,66.953975,384.4,Waypoint,23
LG0017841,TR013806,2,Waypoint-2,30.110902,66.972946,768.9,Toll,15
LG0017842,TR013807,1,Waypoint-1,27.778158,69.06062,489.6,Toll,37
LG0017843,TR013807,2,Waypoint-2,30.724649,70.966049,979.1,Toll,7
LG0017844,TR013807,3,Waypoint-3,33.53491,73.019541,1468.7,Toll,45
LG0017845,TR013810,1,Waypoint-1,31.30359,73.720316,63.5,Fuel Stop,25
LG0017846,TR013810,2,Waypoint-2,30.895052,73.289997,127.1,Waypoint,31
LG0017847,TR013810,3,Waypoint-3,30.683006,72.703391,190.6,Fuel Stop,32
LG0017848,TR013810,4,Waypoint-4,30.3548,72.178398,254.2,Waypoint,11
LG0017849,TR013810,5,Waypoint-5,30.132781,71.56015,317.7,Toll,22
LG0017850,TR013812,1,Waypoint-1,28.177266,70.723447,629.4,Rest Stop,9
LG0017851,TR013812,2,Waypoint-2,31.593199,74.456091,1258.7,Rest Stop,28
LG0017852,TR013823,1,Waypoint-1,29.878443,72.506359,301.4,Rest Stop,12
LG0017853,TR013823,2,Waypoint-2,28.179568,70.595768,602.7,Fuel Stop,41
LG0017854,TR013823,3,Waypoint-3,26.56658,68.838599,904.1,Fuel Stop,23
LG0017855,TR013823,4,Waypoint-4,24.911937,67.060983,1205.4,Rest Stop,11
LG0017856,TR013826,1,Waypoint-1,33.255048,73.242747,129.9,Toll,36
LG0017857,TR013826,2,Waypoint-2,32.365268,73.194933,259.9,Toll,31
LG0017858,TR013826,3,Waypoint-3,31.383683,73.037024,389.8,Waypoint,19
LG0017859,TR013827,1,Waypoint-1,33.863706,72.344107,81.8,Rest Stop,27
