expense_id,fleet_id,expense_month,category,amount_pkr,description,approved_by
EX0001614,FL002,2025-05-01,Utilities,22071.0,Utilities for May 2025,Fleet Manager
EX0001615,FL002,2025-05-01,Marketing,45203.0,Marketing for May 2025,Fleet Manager
EX0001616,FL002,2025-05-01,Insurance Premium,91789.0,Insurance Premium for May 2025,Fleet Manager
EX0001617,FL002,2025-05-01,Depreciation,117132.0,Depreciation for May 2025,Fleet Manager
EX0001618,FL002,2025-05-01,Miscellaneous,46368.0,Miscellaneous for May 2025,Fleet Manager
EX0001619,FL002,2025-05-01,Communication,27656.0,Communication for May 2025,Fleet Manager
EX0001620,FL002,2025-05-01,Parking / Garage,78974.0,Parking / Garage for May 2025,Fleet Manager
EX0001621,FL003,2025-05-01,Staff Salaries,617084.0,Staff Salaries for May 2025,Fleet Manager
EX0001622,FL003,2025-05-01,Driver Salaries,819054.0,Driver Salaries for May 2025,Fleet Manager
EX0001623,FL003,2025-05-01,Office Rent,102025.0,Office Rent for May 2025,Fleet Manager
EX0001624,FL003,2025-05-01,Utilities,24714.0,Utilities for May 2025,Fleet Manager
EX0001625,FL003,2025-05-01,Marketing,70277.0,Marketing for May 2025,Fleet Manager
EX0001626,FL003,2025-05-01,Insurance Premium,80087.0,Insurance Premium for May 2025,Fleet Manager
EX0001627,FL003,2025-05-01,Depreciation,119397.0,Depreciation for May 2025,Fleet Manager
EX0001628,FL003,2025-05-01,Miscellaneous,59544.0,Miscellaneous for May 2025,Fleet Manager
EX0001629,FL003,2025-05-01,Communication,33163.0,Communication for May 2025,Fleet Manager
EX0001630,FL003,2025-05-01,Parking / Garage,89440.0,Parking / Garage for May 2025,Fleet Manager
EX0001631,FL004,2025-05-01,Staff Salaries,438619.0,Staff Salaries for May 2025,Fleet Manager
EX0001632,FL004,2025-05-01,Driver Salaries,966601.0,Driver Salaries for May 2025,Fleet Manager
EX0001633,FL004,2025-05-01,Office Rent,128816.0,Office Rent for May 2025,Fleet Manager
EX0001634,FL004,2025-05-01,Utilities,30912.0,Utilities for May 2025,Fleet Manager
EX0001635,FL004,2025-05-01,Marketing,54193.0,Marketing for May 2025,Fleet Manager
EX0001636,FL004,2025-05-01,Insurance Premium,77099.0,Insurance Premium for May 2025,Fleet Manager
EX0001637,FL004,2025-05-01,Depreciation,119868.0,Depreciation for May 2025,Fleet Manager
EX0001638,FL004,2025-05-01,Miscellaneous,55693.0,Miscellaneous for May 2025,Fleet Manager
EX0001639,FL004,2025-05-01,Communication,32601.0,Communication for May 2025,Fleet Manager
EX0001640,FL004,2025-05-01,Parking / Garage,94562.0,Parking / Garage for May 2025,Fleet Manager
EX0001641,FL001,2025-06-01,Staff Salaries,605138.0,Staff Salaries for June 2025,Fleet Manager
EX0001642,FL001,2025-06-01,Driver Salaries,538394.0,Driver Salaries for June 2025,Fleet Manager
EX0001643,FL001,2025-06-01,Office Rent,106409.0,Office Rent for June 2025,Fleet Manager
EX0001644,FL001,2025-06-01,Utilities,20639.0,Utilities for June 2025,Fleet Manager
EX0001645,FL001,2025-06-01,Marketing,36883.0,Marketing for June 2025,Fleet Manager
EX0001646,FL001,2025-06-01,Insurance Premium,69926.0,Insurance Premium for June 2025,Fleet Manager
EX0001647,FL001,2025-06-01,Depreciation,81082.0,Depreciation for June 2025,Fleet Manager
EX0001648,FL001,2025-06-01,Miscellaneous,44777.0,Miscellaneous for June 2025,Fleet Manager
EX0001649,FL001,2025-06-01,Communication,26298.0,Communication for June 2025,Fleet Manager
EX0001650,FL001,2025-06-01,Parking / Garage,69417.0,Parking / Garage for June 2025,Fleet Manager
EX0001651,FL002,2025-06-01,Staff Salaries,517043.0,Staff Salaries for June 2025,Fleet Manager
EX0001652,FL002,2025-06-01,Driver Salaries,861124.0,Driver Salaries for June 2025,Fleet Manager
EX0001653,FL002,2025-06-01,Office Rent,93540.0,Office Rent for June 2025,Fleet Manager
EX0001654,FL002,2025-06-01,Utilities,23339.0,Utilities for June 2025,Fleet Manager
EX0001655,FL002,2025-06-01,Marketing,51510.0,Marketing for June 2025,Fleet Manager
EX0001656,FL002,2025-06-01,Insurance Premium,77344.0,Insurance Premium for June 2025,Fleet Manager
EX0001657,FL002,2025-06-01,Depreciation,91568.0,Depreciation for June 2025,Fleet Manager
EX0001658,FL002,2025-06-01,Miscellaneous,63647.0,Miscellaneous for June 2025,Fleet Manager
EX0001659,FL002,2025-06-01,Communication,27107.0,Communication for June 2025,Fleet Manager
EX0001660,FL002,2025-06-01,Parking / Garage,80623.0,Parking / Garage for June 2025,Fleet Manager
EX0001661,FL003,2025-06-01,Staff Salaries,640872.0,Staff Salaries for June 2025,Fleet Manager
EX0001662,FL003,2025-06-01,Driver Salaries,836720.0,Driver Salaries for June 2025,Fleet Manager
EX0001663,FL003,2025-06-01,Office Rent,99766.0,Office Rent for June 2025,Fleet Manager
EX0001664,FL003,2025-06-01,Utilities,27145.0,Utilities for June 2025,Fleet Manager
EX0001665,FL003,2025-06-01,Marketing,54949.0,Marketing for June 2025,Fleet Manager
EX0001666,FL003,2025-06-01,Insurance Premium,86803.0,Insurance Premium for June 2025,Fleet Manager
EX0001667,FL003,2025-06-01,Depreciation,137574.0,Depreciation for June 2025,Fleet Manager
EX0001668,FL003,2025-06-01,Miscellaneous,64326.0,Miscellaneous for June 2025,Fleet Manager
EX0001669,FL003,2025-06-01,Communication,30816.0,Communication for June 2025,Fleet Manager
EX0001670,FL003,2025-06-01,Parking / Garage,95464.0,Parking / Garage for June 2025,Fleet Manager
EX0001671,FL004,2025-06-01,Staff Salaries,431970.0,Staff Salaries for June 2025,Fleet Manager
EX0001672,FL004,2025-06-01,Driver Salaries,920638.0,Driver Salaries for June 2025,Fleet Manager
EX0001673,FL004,2025-06-01,Office Rent,111145.0,Office Rent for June 2025,Fleet Manager
EX0001674,FL004,2025-06-01,Utilities,22928.0,Utilities for June 2025,Fleet Manager
EX0001675,FL004,2025-06-01,Marketing,56259.0,Marketing for June 2025,Fleet Manager
EX0001676,FL004,2025-06-01,Insurance Premium,77058.0,Insurance Premium for June 2025,Fleet Manager
EX0001677,FL004,2025-06-01,Depreciation,128449.0,Depreciation for June 2025,Fleet Manager
EX0001678,FL004,2025-06-01,Miscellaneous,58157.0,Miscellaneous for June 2025,Fleet Manager
EX0001679,FL004,2025-06-01,Communication,23860.0,Communication for June 2025,Fleet Manager
EX0001680,FL004,2025-06-01,Parking / Garage,72717.0,Parking / Garage for June 2025,Fleet Manager
EX0001681,FL001,2025-07-01,Staff Salaries,619230.0,Staff Salaries for July 2025,Fleet Manager
EX0001682,FL001,2025-07-01,Driver Salaries,528050.0,Driver Salaries for July 2025,Fleet Manager
EX0001683,FL001,2025-07-01,Office Rent,86730.0,Office Rent for July 2025,Fleet Manager
EX0001684,FL001,2025-07-01,Utilities,21221.0,Utilities for July 2025,Fleet Manager
EX0001685,FL001,2025-07-01,Marketing,55181.0,Marketing for July 2025,Fleet Manager
EX0001686,FL001,2025-07-01,Insurance Premium,65076.0,Insurance Premium for July 2025,Fleet Manager
EX0001687,FL001,2025-07-01,Depreciation,108882.0,Depreciation for July 2025,Fleet Manager
EX0001688,FL001,2025-07-01,Miscellaneous,52918.0,Miscellaneous for July 2025,Fleet Manager
EX0001689,FL001,2025-07-01,Communication,22040.0,Communication for July 2025,Fleet Manager
EX0001690,FL001,2025-07-01,Parking / Garage,66150.0,Parking / Garage for July 2025,Fleet Manager
EX0001691,FL002,2025-07-01,Staff Salaries,501293.0,Staff Salaries for July 2025,Fleet Manager
EX0001692,FL002,2025-07-01,Driver Salaries,803075.0,Driver Salaries for July 2025,Fleet Manager
EX0001693,FL002,2025-07-01,Office Rent,89303.0,Office Rent for July 2025,Fleet Manager
EX0001694,FL002,2025-07-01,Utilities,30583.0,Utilities for July 2025,Fleet Manager
EX0001695,FL002,2025-07-01,Marketing,62079.0,Marketing for July 2025,Fleet Manager
EX0001696,FL002,2025-07-01,Insurance Premium,90564.0,Insurance Premium for July 2025,Fleet Manager
EX0001697,FL002,2025-07-01,Depreciation,119429.0,Depreciation for July 2025,Fleet Manager
EX0001698,FL002,2025-07-01,Miscellaneous,48362.0,Miscellaneous for July 2025,Fleet Manager
EX0001699,FL002,2025-07-01,Communication,29237.0,Communication for July 2025,Fleet Manager
EX0001700,FL002,2025-07-01,Parking / Garage,77919.0,Parking / Garage for July 2025,Fleet Manager
EX0001701,FL003,2025-07-01,Staff Salaries,624901.0,Staff Salaries for July 2025,Fleet Manager
EX0001702,FL003,2025-07-01,Driver Salaries,870431.0,Driver Salaries for July 2025,Fleet Manager
EX0001703,FL003,2025-07-01,Office Rent,141513.0,Office Rent for July 2025,Fleet Manager
EX0001704,FL003,2025-07-01,Utilities,33644.0,Utilities for July 2025,Fleet Manager
EX0001705,FL003,2025-07-01,Marketing,59039.0,Marketing for July 2025,Fleet Manager
EX0001706,FL003,2025-07-01,Insurance Premium,91923.0,Insurance Premium for July 2025,Fleet Manager
EX0001707,FL003,2025-07-01,Depreciation,99974.0,Depreciation for July 2025,Fleet Manager
EX0001708,FL003,2025-07-01,Miscellaneous,50872.0,Miscellaneous for July 2025,Fleet Manager
EX0001709,FL003,2025-07-01,Communication,26155.0,Communication for July 2025,Fleet Manager
EX0001710,FL003,2025-07-01,Parking / Garage,91978.0,Parking / Garage for July 2025,Fleet Manager
EX0001711,FL004,2025-07-01,Staff Salaries,463273.0,Staff Salaries for July 2025,Fleet Manager
EX0001712,FL004,2025-07-01,Driver Salaries,942794.0,Driver Salaries for July 2025,Fleet Manager
EX0001713,FL004,2025-07-01,Office Rent,103371.0,Office Rent for July 2025,Fleet Manager
EX0001714,FL004,2025-07-01,Utilities,29642.0,Utilities for July 2025,Fleet Manager
EX0001715,FL004,2025-07-01,Marketing,64317.0,Marketing for July 2025,Fleet Manager
EX0001716,FL004,2025-07-01,Insurance Premium,67930.0,Insurance Premium for July 2025,Fleet Manager
EX0001717,FL004,2025-07-01,Depreciation,97481.0,Depreciation for July 2025,Fleet Manager
EX0001718,FL004,2025-07-01,Miscellaneous,53455.0,Miscellaneous for July 2025,Fleet Manager
EX0001719,FL004,2025-07-01,Communication,29801.0,Communication for July 2025,Fleet Manager
EX0001720,FL004,2025-07-01,Parking / Garage,86864.0,Parking / Garage for July 2025,Fleet Manager
EX0001721,FL001,2025-08-01,Staff Salaries,628721.0,Staff Salaries for August 2025,Fleet Manager
EX0001722,FL001,2025-08-01,Driver Salaries,541563.0,Driver Salaries for August 2025,Fleet Manager
EX0001723,FL001,2025-08-01,Office Rent,110164.0,Office Rent for August 2025,Fleet Manager
EX0001724,FL001,2025-08-01,Utilities,19909.0,Utilities for August 2025,Fleet Manager
EX0001725,FL001,2025-08-01,Marketing,43875.0,Marketing for August 2025,Fleet Manager
EX0001726,FL001,2025-08-01,Insurance Premium,79503.0,Insurance Premium for August 2025,Fleet Manager
EX0001727,FL001,2025-08-01,Depreciation,107751.0,Depreciation for August 2025,Fleet Manager
EX0001728,FL001,2025-08-01,Miscellaneous,54295.0,Miscellaneous for August 2025,Fleet Manager
EX0001729,FL001,2025-08-01,Communication,22144.0,Communication for August 2025,Fleet Manager
EX0001730,FL001,2025-08-01,Parking / Garage,67142.0,Parking / Garage for August 2025,Fleet Manager
EX0001731,FL002,2025-08-01,Staff Salaries,474656.0,Staff Salaries for August 2025,Fleet Manager
EX0001732,FL002,2025-08-01,Driver Salaries,820910.0,Driver Salaries for August 2025,Fleet Manager
EX0001733,FL002,2025-08-01,Office Rent,96400.0,Office Rent for August 2025,Fleet Manager
EX0001734,FL002,2025-08-01,Utilities,28900.0,Utilities for August 2025,Fleet Manager
EX0001735,FL002,2025-08-01,Marketing,59653.0,Marketing for August 2025,Fleet Manager
EX0001736,FL002,2025-08-01,Insurance Premium,82547.0,Insurance Premium for August 2025,Fleet Manager
EX0001737,FL002,2025-08-01,Depreciation,116252.0,Depreciation for August 2025,Fleet Manager
EX0001738,FL002,2025-08-01,Miscellaneous,45207.0,Miscellaneous for August 2025,Fleet Manager
EX0001739,FL002,2025-08-01,Communication,29021.0,Communication for August 2025,Fleet Manager
EX0001740,FL002,2025-08-01,Parking / Garage,85368.0,Parking / Garage for August 2025,Fleet Manager
EX0001741,FL003,2025-08-01,Staff Salaries,645235.0,Staff Salaries for August 2025,Fleet Manager
EX0001742,FL003,2025-08-01,Driver Salaries,831855.0,Driver Salaries for August 2025,Fleet Manager
EX0001743,FL003,2025-08-01,Office Rent,113014.0,Office Rent for August 2025,Fleet Manager
EX0001744,FL003,2025-08-01,Utilities,24491.0,Utilities for August 2025,Fleet Manager
EX0001745,FL003,2025-08-01,Marketing,63949.0,Marketing for August 2025,Fleet Manager
EX0001746,FL003,2025-08-01,Insurance Premium,78670.0,Insurance Premium for August 2025,Fleet Manager
EX0001747,FL003,2025-08-01,Depreciation,115517.0,Depreciation for August 2025,Fleet Manager
EX0001748,FL003,2025-08-01,Miscellaneous,49795.0,Miscellaneous for August 2025,Fleet Manager
EX0001749,FL003,2025-08-01,Communication,30849.0,Communication for August 2025,Fleet Manager
EX0001750,FL003,2025-08-01,Parking / Garage,102318.0,Parking / Garage for August 2025,Fleet Manager
EX0001751,FL004,2025-08-01,Staff Salaries,435691.0,Staff Salaries for August 2025,Fleet Manager
EX0001752,FL004,2025-08-01,Driver Salaries,931264.0,Driver Salaries for August 2025,Fleet Manager
EX0001753,FL004,2025-08-01,Office Rent,131250.0,Office Rent for August 2025,Fleet Manager
EX0001754,FL004,2025-08-01,Utilities,33414.0,Utilities for August 2025,Fleet Manager
EX0001755,FL004,2025-08-01,Marketing,55150.0,Marketing for August 2025,Fleet Manager
EX0001756,FL004,2025-08-01,Insurance Premium,96133.0,Insurance Premium for August 2025,Fleet Manager
EX0001757,FL004,2025-08-01,Depreciation,114987.0,Depreciation for August 2025,Fleet Manager
EX0001758,FL004,2025-08-01,Miscellaneous,59181.0,Miscellaneous for August 2025,Fleet Manager
EX0001759,FL004,2025-08-01,Communication,29544.0,Communication for August 2025,Fleet Manager
EX0001760,FL004,2025-08-01,Parking / Garage,76795.0,Parking / Garage for August 2025,Fleet Manager
EX0001761,FL001,2025-09-01,Staff Salaries,591190.0,Staff Salaries for September 2025,Fleet Manager
EX0001762,FL001,2025-09-01,Driver Salaries,548976.0,Driver Salaries for September 2025,Fleet Manager
EX0001763,FL001,2025-09-01,Office Rent,74232.0,Office Rent for September 2025,Fleet Manager
EX0001764,FL001,2025-09-01,Utilities,21002.0,Utilities for September 2025,Fleet Manager
EX0001765,FL001,2025-09-01,Marketing,37682.0,Marketing for September 2025,Fleet Manager
EX0001766,FL001,2025-09-01,Insurance Premium,59005.0,Insurance Premium for September 2025,Fleet Manager
EX0001767,FL001,2025-09-01,Depreciation,96999.0,Depreciation for September 2025,Fleet Manager
EX0001768,FL001,2025-09-01,Miscellaneous,49143.0,Miscellaneous for September 2025,Fleet Manager
EX0001769,FL001,2025-09-01,Communication,19072.0,Communication for September 2025,Fleet Manager
EX0001770,FL001,2025-09-01,Parking / Garage,78467.0,Parking / Garage for September 2025,Fleet Manager
EX0001771,FL002,2025-09-01,Staff Salaries,502816.0,Staff Salaries for September 2025,Fleet Manager
EX0001772,FL002,2025-09-01,Driver Salaries,871030.0,Driver Salaries for September 2025,Fleet Manager
EX0001773,FL002,2025-09-01,Office Rent,95855.0,Office Rent for September 2025,Fleet Manager
EX0001774,FL002,2025-09-01,Utilities,25160.0,Utilities for September 2025,Fleet Manager
EX0001775,FL002,2025-09-01,Marketing,54108.0,Marketing for September 2025,Fleet Manager
EX0001776,FL002,2025-09-01,Insurance Premium,87199.0,Insurance Premium for September 2025,Fleet Manager
EX0001777,FL002,2025-09-01,Depreciation,117917.0,Depreciation for September 2025,Fleet Manager
EX0001778,FL002,2025-09-01,Miscellaneous,56144.0,Miscellaneous for September 2025,Fleet Manager
EX0001779,FL002,2025-09-01,Communication,25775.0,Communication for September 2025,Fleet Manager
EX0001780,FL002,2025-09-01,Parking / Garage,75651.0,Parking / Garage for September 2025,Fleet Manager
EX0001781,FL003,2025-09-01,Staff Salaries,609582.0,Staff Salaries for September 2025,Fleet Manager
EX0001782,FL003,2025-09-01,Driver Salaries,820855.0,Driver Salaries for September 2025,Fleet Manager
EX0001783,FL003,2025-09-01,Office Rent,107119.0,Office Rent for September 2025,Fleet Manager
EX0001784,FL003,2025-09-01,Utilities,26387.0,Utilities for September 2025,Fleet Manager
EX0001785,FL003,2025-09-01,Marketing,68887.0,Marketing for September 2025,Fleet Manager
EX0001786,FL003,2025-09-01,Insurance Premium,105769.0,Insurance Premium for September 2025,Fleet Manager
EX0001787,FL003,2025-09-01,Depreciation,111998.0,Depreciation for September 2025,Fleet Manager
EX0001788,FL003,2025-09-01,Miscellaneous,68375.0,Miscellaneous for September 2025,Fleet Manager
EX0001789,FL003,2025-09-01,Communication,31888.0,Communication for September 2025,Fleet Manager
EX0001790,FL003,2025-09-01,Parking / Garage,98554.0,Parking / Garage for September 2025,Fleet Manager
EX0001791,FL004,2025-09-01,Staff Salaries,445359.0,Staff Salaries for September 2025,Fleet Manager
EX0001792,FL004,2025-09-01,Driver Salaries,936905.0,Driver Salaries for September 2025,Fleet Manager
EX0001793,FL004,2025-09-01,Office Rent,118728.0,Office Rent for September 2025,Fleet Manager
EX0001794,FL004,2025-09-01,Utilities,26232.0,Utilities for September 2025,Fleet Manager
EX0001795,FL004,2025-09-01,Marketing,51752.0,Marketing for September 2025,Fleet Manager
EX0001796,FL004,2025-09-01,Insurance Premium,72698.0,Insurance Premium for September 2025,Fleet Manager
EX0001797,FL004,2025-09-01,Depreciation,120083.0,Depreciation for September 2025,Fleet Manager
EX0001798,FL004,2025-09-01,Miscellaneous,58112.0,Miscellaneous for September 2025,Fleet Manager
EX0001799,FL004,2025-09-01,Communication,25667.0,Communication for September 2025,Fleet Manager
EX0001800,FL004,2025-09-01,Parking / Garage,78545.0,Parking / Garage for September 2025,Fleet Manager
EX0001801,FL001,2025-10-01,Staff Salaries,576146.0,Staff Salaries for October 2025,Fleet Manager
EX0001802,FL001,2025-10-01,Driver Salaries,543210.0,Driver Salaries for October 2025,Fleet Manager
EX0001803,FL001,2025-10-01,Office Rent,86960.0,Office Rent for October 2025,Fleet Manager
EX0001804,FL001,2025-10-01,Utilities,24372.0,Utilities for October 2025,Fleet Manager
EX0001805,FL001,2025-10-01,Marketing,37184.0,Marketing for October 2025,Fleet Manager
EX0001806,FL001,2025-10-01,Insurance Premium,62382.0,Insurance Premium for October 2025,Fleet Manager
EX0001807,FL001,2025-10-01,Depreciation,110046.0,Depreciation for October 2025,Fleet Manager
EX0001808,FL001,2025-10-01,Miscellaneous,44464.0,Miscellaneous for October 2025,Fleet Manager
EX0001809,FL001,2025-10-01,Communication,25438.0,Communication for October 2025,Fleet Manager
EX0001810,FL001,2025-10-01,Parking / Garage,65347.0,Parking / Garage for October 2025,Fleet Manager
EX0001811,FL002,2025-10-01,Staff Salaries,516200.0,Staff Salaries for October 2025,Fleet Manager
EX0001812,FL002,2025-10-01,Driver Salaries,829485.0,Driver Salaries for October 2025,Fleet Manager
EX0001813,FL002,2025-10-01,Office Rent,101174.0,Office Rent for October 2025,Fleet Manager
EX0001814,FL002,2025-10-01,Utilities,21940.0,Utilities for October 2025,Fleet Manager
EX0001815,FL002,2025-10-01,Marketing,59309.0,Marketing for October 2025,Fleet Manager
EX0001816,FL002,2025-10-01,Insurance Premium,67099.0,Insurance Premium for October 2025,Fleet Manager
EX0001817,FL002,2025-10-01,Depreciation,107212.0,Depreciation for October 2025,Fleet Manager
EX0001818,FL002,2025-10-01,Miscellaneous,47536.0,Miscellaneous for October 2025,Fleet Manager
EX0001819,FL002,2025-10-01,Communication,29272.0,Communication for October 2025,Fleet Manager
EX0001820,FL002,2025-10-01,Parking / Garage,82557.0,Parking / Garage for October 2025,Fleet Manager
EX0001821,FL003,2025-10-01,Staff Salaries,612939.0,Staff Salaries for October 2025,Fleet Manager
EX0001822,FL003,2025-10-01,Driver Salaries,847302.0,Driver Salaries for October 2025,Fleet Manager
EX0001823,FL003,2025-10-01,Office Rent,95810.0,Office Rent for October 2025,Fleet Manager
EX0001824,FL003,2025-10-01,Utilities,24335.0,Utilities for October 2025,Fleet Manager
EX0001825,FL003,2025-10-01,Marketing,53174.0,Marketing for October 2025,Fleet Manager
EX0001826,FL003,2025-10-01,Insurance Premium,87325.0,Insurance Premium for October 2025,Fleet Manager
EX0001827,FL003,2025-10-01,Depreciation,120300.0,Depreciation for October 2025,Fleet Manager
EX0001828,FL003,2025-10-01,Miscellaneous,52209.0,Miscellaneous for October 2025,Fleet Manager
EX0001829,FL003,2025-10-01,Communication,31922.0,Communication for October 2025,Fleet Manager
EX0001830,FL003,2025-10-01,Parking / Garage,95582.0,Parking / Garage for October 2025,Fleet Manager
EX0001831,FL004,2025-10-01,Staff Salaries,451948.0,Staff Salaries for October 2025,Fleet Manager
EX0001832,FL004,2025-10-01,Driver Salaries,921231.0,Driver Salaries for October 2025,Fleet Manager
EX0001833,FL004,2025-10-01,Office Rent,106379.0,Office Rent for October 2025,Fleet Manager
EX0001834,FL004,2025-10-01,Utilities,31521.0,Utilities for October 2025,Fleet Manager
EX0001835,FL004,2025-10-01,Marketing,60746.0,Marketing for October 2025,Fleet Manager
EX0001836,FL004,2025-10-01,Insurance Premium,84785.0,Insurance Premium for October 2025,Fleet Manager
EX0001837,FL004,2025-10-01,Depreciation,120073.0,Depreciation for October 2025,Fleet Manager
EX0001838,FL004,2025-10-01,Miscellaneous,61244.0,Miscellaneous for October 2025,Fleet Manager
EX0001839,FL004,2025-10-01,Communication,29782.0,Communication for October 2025,Fleet Manager
EX0001840,FL004,2025-10-01,Parking / Garage,80800.0,Parking / Garage for October 2025,Fleet Manager
EX0001841,FL001,2025-11-01,Staff Salaries,620876.0,Staff Salaries for November 2025,Fleet Manager
EX0001842,FL001,2025-11-01,Driver Salaries,530075.0,Driver Salaries for November 2025,Fleet Manager
EX0001843,FL001,2025-11-01,Office Rent,87884.0,Office Rent for November 2025,Fleet Manager
EX0001844,FL001,2025-11-01,Utilities,23453.0,Utilities for November 2025,Fleet Manager
EX0001845,FL001,2025-11-01,Marketing,48272.0,Marketing for November 2025,Fleet Manager
EX0001846,FL001,2025-11-01,Insurance Premium,68731.0,Insurance Premium for November 2025,Fleet Manager
EX0001847,FL001,2025-11-01,Depreciation,75684.0,Depreciation for November 2025,Fleet Manager
EX0001848,FL001,2025-11-01,Miscellaneous,39773.0,Miscellaneous for November 2025,Fleet Manager
EX0001849,FL001,2025-11-01,Communication,20023.0,Communication for November 2025,Fleet Manager
EX0001850,FL001,2025-11-01,Parking / Garage,65380.0,Parking / Garage for November 2025,Fleet Manager
EX0001851,FL002,2025-11-01,Staff Salaries,485434.0,Staff Salaries for November 2025,Fleet Manager
EX0001852,FL002,2025-11-01,Driver Salaries,861946.0,Driver Salaries for November 2025,Fleet Manager
EX0001853,FL002,2025-11-01,Office Rent,110476.0,Office Rent for November 2025,Fleet Manager
EX0001854,FL002,2025-11-01,Utilities,31924.0,Utilities for November 2025,Fleet Manager
EX0001855,FL002,2025-11-01,Marketing,47819.0,Marketing for November 2025,Fleet Manager
EX0001856,FL002,2025-11-01,Insurance Premium,88878.0,Insurance Premium for November 2025,Fleet Manager
EX0001857,FL002,2025-11-01,Depreciation,115990.0,Depreciation for November 2025,Fleet Manager
EX0001858,FL002,2025-11-01,Miscellaneous,63186.0,Miscellaneous for November 2025,Fleet Manager
EX0001859,FL002,2025-11-01,Communication,30004.0,Communication for November 2025,Fleet Manager
EX0001860,FL002,2025-11-01,Parking / Garage,76797.0,Parking / Garage for November 2025,Fleet Manager
EX0001861,FL003,2025-11-01,Staff Salaries,623885.0,Staff Salaries for November 2025,Fleet Manager
EX0001862,FL003,2025-11-01,Driver Salaries,832292.0,Driver Salaries for November 2025,Fleet Manager
EX0001863,FL003,2025-11-01,Office Rent,119570.0,Office Rent for November 2025,Fleet Manager
EX0001864,FL003,2025-11-01,Utilities,26743.0,Utilities for November 2025,Fleet Manager
EX0001865,FL003,2025-11-01,Marketing,54999.0,Marketing for November 2025,Fleet Manager
EX0001866,FL003,2025-11-01,Insurance Premium,94550.0,Insurance Premium for November 2025,Fleet Manager
EX0001867,FL003,2025-11-01,Depreciation,136242.0,Depreciation for November 2025,Fleet Manager
EX0001868,FL003,2025-11-01,Miscellaneous,60579.0,Miscellaneous for November 2025,Fleet Manager
EX0001869,FL003,2025-11-01,Communication,26429.0,Communication for November 2025,Fleet Manager
EX0001870,FL003,2025-11-01,Parking / Garage,71786.0,Parking / Garage for November 2025,Fleet Manager
EX0001871,FL004,2025-11-01,Staff Salaries,448293.0,Staff Salaries for November 2025,Fleet Manager
EX0001872,FL004,2025-11-01,Driver Salaries,952471.0,Driver Salaries for November 2025,Fleet Manager
EX0001873,FL004,2025-11-01,Office Rent,115740.0,Office Rent for November 2025,Fleet Manager
EX0001874,FL004,2025-11-01,Utilities,24401.0,Utilities for November 2025,Fleet Manager
EX0001875,FL004,2025-11-01,Marketing,53523.0,Marketing for November 2025,Fleet Manager
EX0001876,FL004,2025-11-01,Insurance Premium,90208.0,Insurance Premium for November 2025,Fleet Manager
EX0001877,FL004,2025-11-01,Depreciation,96787.0,Depreciation for November 2025,Fleet Manager
EX0001878,FL004,2025-11-01,Miscellaneous,61829.0,Miscellaneous for November 2025,Fleet Manager
EX0001879,FL004,2025-11-01,Communication,23174.0,Communication for November 2025,Fleet Manager
EX0001880,FL004,2025-11-01,Parking / Garage,76711.0,Parking / Garage for November 2025,Fleet Manager
EX0001881,FL001,2025-12-01,Staff Salaries,626917.0,Staff Salaries for December 2025,Fleet Manager
EX0001882,FL001,2025-12-01,Driver Salaries,563358.0,Driver Salaries for December 2025,Fleet Manager
EX0001883,FL001,2025-12-01,Office Rent,81513.0,Office Rent for December 2025,Fleet Manager
EX0001884,FL001,2025-12-01,Utilities,23427.0,Utilities for December 2025,Fleet Manager
EX0001885,FL001,2025-12-01,Marketing,42924.0,Marketing for December 2025,Fleet Manager
EX0001886,FL001,2025-12-01,Insurance Premium,65966.0,Insurance Premium for December 2025,Fleet Manager
EX0001887,FL001,2025-12-01,Depreciation,75750.0,Depreciation for December 2025,Fleet Manager
EX0001888,FL001,2025-12-01,Miscellaneous,43889.0,Miscellaneous for December 2025,Fleet Manager
EX0001889,FL001,2025-12-01,Communication,24820.0,Communication for December 2025,Fleet Manager
EX0001890,FL001,2025-12-01,Parking / Garage,56859.0,Parking / Garage for December 2025,Fleet Manager
EX0001891,FL002,2025-12-01,Staff Salaries,477634.0,Staff Salaries for December 2025,Fleet Manager
EX0001892,FL002,2025-12-01,Driver Salaries,863200.0,Driver Salaries for December 2025,Fleet Manager
EX0001893,FL002,2025-12-01,Office Rent,87175.0,Office Rent for December 2025,Fleet Manager
EX0001894,FL002,2025-12-01,Utilities,25507.0,Utilities for December 2025,Fleet Manager
EX0001895,FL002,2025-12-01,Marketing,51678.0,Marketing for December 2025,Fleet Manager
EX0001896,FL002,2025-12-01,Insurance Premium,89015.0,Insurance Premium for December 2025,Fleet Manager
EX0001897,FL002,2025-12-01,Depreciation,92998.0,Depreciation for December 2025,Fleet Manager
EX0001898,FL002,2025-12-01,Miscellaneous,60381.0,Miscellaneous for December 2025,Fleet Manager
EX0001899,FL002,2025-12-01,Communication,25835.0,Communication for December 2025,Fleet Manager
EX0001900,FL002,2025-12-01,Parking / Garage,90325.0,Parking / Garage for December 2025,Fleet Manager
EX0001901,FL003,2025-12-01,Staff Salaries,644048.0,Staff Salaries for December 2025,Fleet Manager
EX0001902,FL003,2025-12-01,Driver Salaries,877012.0,Driver Salaries for December 2025,Fleet Manager
