trip_id,fleet_id,vehicle_id,driver_id,customer_id,booking_type,booking_datetime,pickup_datetime,dropoff_datetime,duration_days,pickup_city,dropoff_city,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,distance_km,trip_fare_pkr,driver_allowance_pkr,with_driver,self_drive,status,cancellation_reason
TR017285,FL002,VH00080,,CU00488,Corporate,2025-03-25 06:50:00,2025-03-25 09:34:00,2025-03-26 15:05:12,1.23,Lahore,Lahore,31.518262,74.362307,31.517913,74.359038,43.8,20838.0,0.0,False,True,Completed,
TR017286,FL004,VH00086,DR0043,CU00426,City Ride,2024-04-09 09:58:00,2024-04-09 12:49:00,2024-04-09 23:08:12,0.43,Peshawar,Islamabad,34.008568,71.516892,33.684246,73.044142,164.1,6037.0,2244.0,True,False,Completed,
TR017287,FL002,VH00100,DR0043,CU01264,Event,2023-11-17 14:10:00,2023-11-17 14:56:00,2023-11-19 11:48:48,1.87,Lahore,Lahore,31.519203,74.349177,31.514859,74.367478,19.7,10920.0,1586.0,True,False,Completed,
TR017288,FL001,VH00084,DR0051,CU00155,Event,2026-03-19 09:45:00,2026-03-19 10:51:00,2026-03-20 05:34:12,0.78,Islamabad,Islamabad,33.682393,73.034323,33.671673,73.051836,44.5,11803.0,1429.0,True,False,Completed,
TR017289,FL003,VH00114,DR0016,CU00108,Wedding,2025-03-14 13:15:00,2025-03-14 14:31:00,2025-03-17 01:47:48,2.47,Islamabad,Lahore,33.667643,73.047669,31.506813,74.35849,362.5,57819.0,1910.0,True,False,Completed,
TR017290,FL004,VH00086,DR0013,CU00025,Airport Transfer,2024-08-25 08:42:00,2024-08-25 09:58:00,2024-08-25 21:58:00,0.5,Peshawar,Lahore,34.026268,71.526378,31.534639,74.369059,498.6,12252.0,1718.0,True,False,No Show,
TR017291,FL002,VH00001,DR0059,CU00918,Intercity,2024-07-08 07:24:00,2024-07-08 10:36:00,2024-07-10 16:36:00,2.25,Islamabad,Multan,33.686957,73.055689,30.154363,71.53712,543.0,14497.0,1193.0,True,False,Completed,
TR017292,FL003,VH00040,DR0053,CU00105,City Ride,2023-08-04 13:26:00,2023-08-04 14:20:00,2023-08-05 03:32:00,0.55,Quetta,Quetta,30.181136,66.991178,30.18399,66.957223,0.0,382.0,1822.0,True,False,Cancelled,
TR017293,FL004,VH00037,DR0018,CU01628,City Ride,2025-02-24 16:12:00,2025-02-24 16:44:00,2025-02-25 03:46:24,0.46,Islamabad,Islamabad,33.698089,73.02806,33.69472,73.042289,69.7,7695.0,2409.0,True,False,Completed,
TR017294,FL001,VH00019,DR0054,CU00844,City Ride,2026-04-04 14:25:00,2026-04-04 17:32:00,2026-04-05 13:41:36,0.84,Rawalpindi,Rawalpindi,33.558296,73.011628,33.571494,73.004756,66.6,4796.0,2538.0,True,False,Completed,
TR017295,FL001,VH00051,DR0029,CU01245,Airport Transfer,2026-02-17 10:48:00,2026-02-17 13:13:00,2026-02-18 00:29:48,0.47,Lahore,Islamabad,31.510065,74.361459,33.69503,73.056982,367.8,36127.0,1141.0,True,False,Completed,
TR017296,FL003,VH00109,DR0060,CU01511,Airport Transfer,2024-12-15 17:25:00,2024-12-15 19:04:00,2024-12-15 21:56:48,0.12,Karachi,Islamabad,24.87945,66.995633,33.689339,73.04364,1454.3,105060.0,1545.0,True,False,No Show,
TR017297,FL003,VH00088,DR0009,CU01676,Intercity,2024-10-16 10:09:00,2024-10-16 11:47:00,2024-10-18 16:35:00,2.2,Islamabad,Murree,33.694133,73.054605,33.910029,73.393163,70.5,15109.0,2746.0,True,False,Completed,
TR017298,FL001,VH00049,DR0036,CU00153,Airport Transfer,2023-01-19 10:26:00,2023-01-19 11:31:00,2023-01-19 17:31:00,0.25,Islamabad,Islamabad,33.683607,73.056144,33.692,73.044567,34.7,4567.0,2513.0,True,False,Completed,
TR017299,FL002,VH00022,DR0048,CU01952,City Ride,2022-07-16 10:20:00,2022-07-16 14:14:00,2022-07-16 23:21:12,0.38,Lahore,Lahore,31.509937,74.359022,31.510309,74.360433,0.0,342.0,889.0,True,False,Cancelled,No Show
TR017300,FL001,VH00089,DR0008,CU00995,Tourism / Northern Areas,2023-08-07 07:56:00,2023-08-07 11:29:00,2023-08-16 19:53:00,9.35,Karachi,Karachi,24.85241,66.984375,24.853047,66.992521,38.4,162370.0,1653.0,True,False,Completed,
TR017301,FL003,VH00048,DR0005,CU01538,Intercity,2025-12-16 11:13:00,2025-12-16 14:41:00,2025-12-19 06:45:48,2.67,Islamabad,Peshawar,33.689296,73.034845,34.021013,71.513718,174.5,53257.0,1331.0,True,False,Completed,
TR017302,FL001,VH00051,,CU01502,City Ride,2024-03-09 18:17:00,2024-03-09 19:07:00,2024-03-10 10:28:36,0.64,Peshawar,Islamabad,34.023594,71.526773,33.680538,73.052028,172.5,29494.0,0.0,False,True,Completed,
TR017303,FL001,VH00098,DR0056,CU00895,City Ride,2023-08-14 12:17:00,2023-08-14 13:08:00,2023-08-15 06:53:36,0.74,Karachi,Karachi,24.852625,67.01146,24.869326,66.996119,0.0,779.0,2580.0,True,False,Cancelled,No Show
TR017304,FL004,VH00086,,CU01220,Monthly Contract,2023-08-08 10:57:00,2023-08-08 14:24:00,2023-09-12 07:26:24,34.71,Rawalpindi,Rawalpindi,33.560658,73.011541,33.562621,73.001829,63.4,158571.0,0.0,False,True,Completed,
TR017305,FL003,VH00063,DR0036,CU01472,Airport Transfer,2023-07-28 05:12:00,2023-07-28 05:48:00,2023-07-28 11:04:48,0.22,Islamabad,Lahore,33.677832,73.054364,31.511233,74.357904,370.1,17035.0,2433.0,True,False,Completed,
TR017306,FL003,VH00119,DR0047,CU00238,Monthly Contract,2023-05-24 14:38:00,2023-05-24 16:41:00,2023-06-26 06:36:12,32.58,Karachi,Karachi,24.85779,67.00288,24.852616,67.013069,64.8,173292.0,2446.0,True,False,Completed,
TR017307,FL002,VH00042,DR0003,CU01439,Airport Transfer,2023-12-24 11:13:00,2023-12-24 12:18:00,2023-12-24 17:20:24,0.21,Islamabad,Islamabad,33.685036,73.04673,33.701985,73.048261,16.6,5954.0,1893.0,True,False,Completed,
TR017308,FL001,VH00098,DR0023,CU00807,City Ride,2025-12-17 17:14:00,2025-12-17 19:07:00,2025-12-18 03:16:36,0.34,Abbottabad,Abbottabad,34.142825,73.215744,34.130526,73.204547,62.3,8230.0,1436.0,True,False,Completed,
TR017309,FL002,VH00066,DR0035,CU01550,Airport Transfer,2024-09-02 07:13:00,2024-09-02 10:41:00,2024-09-02 21:57:48,0.47,Islamabad,Lahore,33.687447,73.043866,31.538655,74.339142,392.5,14944.0,2371.0,True,False,In Progress,
TR017310,FL003,VH00021,DR0013,CU00425,Airport Transfer,2025-04-11 07:35:00,2025-04-11 10:49:00,2025-04-11 20:25:00,0.4,Abbottabad,Islamabad,34.139355,73.223443,33.683971,73.04653,120.5,11686.0,1248.0,True,False,No Show,
TR017311,FL003,VH00072,DR0054,CU00923,Intercity,2026-04-11 14:20:00,2026-04-11 15:41:00,2026-04-12 20:14:36,1.19,Islamabad,Karachi,33.695691,73.041833,24.872364,66.993829,1486.2,58433.0,2049.0,True,False,Completed,
TR017312,FL002,VH00053,DR0025,CU01359,City Ride,2025-12-12 18:43:00,2025-12-12 19:55:00,2025-12-13 08:23:48,0.52,Karachi,Karachi,24.85976,67.000801,24.857598,66.999833,0.0,111.0,773.0,True,False,Cancelled,No Show
TR017313,FL002,VH00056,,CU01153,Intercity,2024-07-16 11:41:00,2024-07-16 14:50:00,2024-07-18 20:06:48,2.22,Islamabad,Faisalabad,33.678452,73.054724,31.443044,73.144013,323.1,31475.0,0.0,False,True,Completed,
TR017314,FL002,VH00053,DR0023,CU01404,Corporate,2022-06-11 05:49:00,2022-06-11 08:47:00,2022-06-15 17:39:48,4.37,Quetta,Lahore,30.167708,66.961577,31.542892,74.352425,936.4,65149.0,2664.0,True,False,Completed,
TR017315,FL003,VH00114,,CU00058,Airport Transfer,2024-03-02 19:04:00,2024-03-02 20:24:00,2024-03-03 04:19:12,0.33,Islamabad,Islamabad,33.686757,73.059466,33.661615,73.029083,0.0,976.0,0.0,False,True,Cancelled,No Show
TR017316,FL003,VH00083,DR0013,CU01232,Airport Transfer,2022-08-05 12:11:00,2022-08-05 14:50:00,2022-08-05 22:59:36,0.34,Islamabad,Islamabad,33.697835,73.047662,33.672971,73.066202,40.8,5413.0,1786.0,True,False,Completed,
TR017317,FL003,VH00105,DR0039,CU00489,City Ride,2026-01-01 22:57:00,2026-01-02 02:55:00,2026-01-02 18:16:36,0.64,Quetta,Rawalpindi,30.185161,66.97761,33.554326,73.011007,888.3,22578.0,2346.0,True,False,Completed,
TR017318,FL001,VH00023,DR0003,CU01204,Event,2022-03-08 12:05:00,2022-03-08 15:25:00,2022-03-09 17:05:48,1.07,Islamabad,Islamabad,33.669528,73.055177,33.685629,73.045866,52.1,40635.0,1422.0,True,False,Completed,
TR017319,FL002,VH00097,DR0011,CU00772,City Ride,2025-05-08 23:27:00,2025-05-09 02:38:00,2025-05-09 11:30:48,0.37,Karachi,Karachi,24.860317,66.992122,24.860256,67.021977,75.3,16693.0,2696.0,True,False,Completed,
TR017320,FL001,VH00046,DR0057,CU01230,Corporate,2026-04-02 16:32:00,2026-04-02 19:30:00,2026-04-08 18:03:36,5.94,Multan,Islamabad,30.13707,71.515192,33.690836,73.042697,543.0,146693.0,2993.0,True,False,Completed,
TR017321,FL002,VH00002,DR0029,CU01374,City Ride,2022-08-28 23:57:00,2022-08-29 02:11:00,2022-08-29 10:06:12,0.33,Islamabad,Islamabad,33.671703,73.053172,33.677181,73.05348,49.9,15849.0,2911.0,True,False,Completed,
TR017322,FL003,VH00048,DR0027,CU00384,Tourism / Northern Areas,2023-09-14 09:20:00,2023-09-14 10:39:00,2023-09-18 06:19:48,3.82,Rawalpindi,Islamabad,33.571071,73.020672,33.673531,73.048186,0.0,19193.0,614.0,True,False,Cancelled,Weather
TR017323,FL002,VH00078,DR0054,CU01529,Airport Transfer,2025-03-24 16:54:00,2025-03-24 17:39:00,2025-03-25 04:41:24,0.46,Islamabad,Islamabad,33.698396,73.047362,33.684133,73.049088,68.4,30138.0,1413.0,True,False,Completed,
TR017324,FL003,VH00090,DR0018,CU00343,Intercity,2026-06-12 21:17:00,2026-06-13 00:24:00,2026-06-15 12:09:36,2.49,Islamabad,Peshawar,33.67347,73.033819,34.027295,71.516712,169.2,18155.0,2558.0,True,False,Completed,
TR017325,FL003,VH00060,DR0058,CU00297,Intercity,2022-10-15 22:19:00,2022-10-16 00:49:00,2022-10-18 07:32:12,2.28,Karachi,Gujranwala,24.869345,66.996918,32.197353,74.194843,1397.9,103050.0,2782.0,True,False,Completed,
TR017326,FL002,VH00093,,CU00982,Tourism / Northern Areas,2025-07-17 11:45:00,2025-07-17 14:19:00,2025-07-26 15:59:48,9.07,Islamabad,Karachi,33.66581,73.048102,24.864662,66.992842,1463.7,154150.0,0.0,False,True,Completed,
TR017327,FL001,VH00115,DR0004,CU01123,Monthly Contract,2024-08-11 07:47:00,2024-08-11 11:23:00,2024-09-14 07:03:48,33.82,Lahore,Lahore,31.514162,74.354487,31.513334,74.355521,51.0,1667358.0,2850.0,True,False,Completed,
TR017328,FL002,VH00050,DR0027,CU01656,Airport Transfer,2024-09-05 22:20:00,2024-09-05 23:00:00,2024-09-06 07:24:00,0.35,Lahore,Islamabad,31.515619,74.367465,33.696715,73.040281,373.1,32440.0,877.0,True,False,Completed,
TR017329,FL001,VH00117,,CU00159,Wedding,2024-07-27 07:40:00,2024-07-27 08:21:00,2024-07-30 05:13:48,2.87,Islamabad,Islamabad,33.682379,73.036592,33.69073,73.055642,10.4,32697.0,0.0,False,True,Completed,
TR017330,FL003,VH00047,DR0049,CU01782,City Ride,2025-01-25 09:26:00,2025-01-25 13:14:00,2025-01-26 07:28:24,0.76,Islamabad,Islamabad,33.679286,73.046008,33.684339,73.061579,14.4,130406.0,2546.0,True,False,Completed,
TR017331,FL002,VH00080,DR0048,CU00720,Intercity,2022-08-02 08:23:00,2022-08-02 11:13:00,2022-08-03 23:56:12,1.53,Islamabad,Abbottabad,33.678366,73.05197,34.155526,73.210984,120.7,28238.0,658.0,True,False,Completed,
TR017332,FL001,VH00112,DR0052,CU01656,Tourism / Northern Areas,2022-01-10 06:36:00,2022-01-10 07:52:00,2022-01-15 18:11:12,5.43,Rawalpindi,Lahore,33.560271,73.008981,31.517978,74.35986,337.8,45564.0,1887.0,True,False,In Progress,
TR017333,FL004,VH00116,DR0021,CU00086,City Ride,2024-12-18 14:30:00,2024-12-18 18:05:00,2024-12-19 14:14:36,0.84,Lahore,Karachi,31.514818,74.368199,24.855782,66.990751,1201.2,80473.0,752.0,True,False,Completed,
TR017334,FL003,VH00118,DR0049,CU00605,Corporate,2024-05-04 04:01:00,2024-05-04 05:01:00,2024-05-08 05:15:24,4.01,Karachi,Karachi,24.861845,67.005511,24.880061,66.985306,74.6,182360.0,882.0,True,False,Completed,
TR017335,FL003,VH00038,DR0040,CU00290,Airport Transfer,2023-11-01 21:13:00,2023-11-01 22:21:00,2023-11-02 06:16:12,0.33,Quetta,Islamabad,30.189755,66.9889,33.66379,73.047935,900.7,97767.0,2200.0,True,False,Completed,
TR017336,FL002,VH00050,DR0049,CU00233,Intercity,2024-10-04 21:30:00,2024-10-04 22:52:00,2024-10-06 18:47:12,1.83,Islamabad,Faisalabad,33.653466,73.043688,31.461093,73.135767,323.1,71953.0,1237.0,True,False,No Show,
TR017337,FL001,VH00115,DR0058,CU00865,Corporate,2025-09-19 14:27:00,2025-09-19 17:23:00,2025-09-24 20:15:48,5.12,Lahore,Lahore,31.537648,74.364269,31.535457,74.362774,22.7,408334.0,2765.0,True,False,Completed,
TR017338,FL001,VH00076,DR0056,CU00957,City Ride,2023-09-06 08:51:00,2023-09-06 09:45:00,2023-09-07 02:04:12,0.68,Islamabad,Islamabad,33.679846,73.048495,33.681125,73.054874,59.2,10308.0,2536.0,True,False,Completed,
TR017339,FL001,VH00036,DR0018,CU01857,City Ride,2024-11-02 21:27:00,2024-11-02 22:26:00,2024-11-03 14:30:48,0.67,Islamabad,Islamabad,33.693181,73.04953,33.687328,73.054,45.7,3025.0,1600.0,True,False,Completed,
TR017340,FL001,VH00036,DR0002,CU00867,Airport Transfer,2022-02-18 19:56:00,2022-02-18 21:22:00,2022-02-19 03:36:24,0.26,Karachi,Islamabad,24.863174,67.003339,33.687857,73.069845,1376.8,17483.0,1969.0,True,False,Completed,
TR017341,FL003,VH00057,DR0033,CU01517,City Ride,2022-07-18 19:30:00,2022-07-18 22:48:00,2022-07-19 14:52:48,0.67,Lahore,Karachi,31.517962,74.355509,24.852084,67.000182,1252.0,96725.0,1405.0,True,False,Completed,
TR017342,FL001,VH00102,DR0028,CU00296,City Ride,2024-11-20 06:25:00,2024-11-20 08:17:00,2024-11-20 20:02:36,0.49,Lahore,Rawalpindi,31.515163,74.361866,33.57679,73.022934,337.8,17139.0,1006.0,True,False,Completed,
TR017343,FL001,VH00052,DR0012,CU01058,Corporate,2022-10-06 11:45:00,2022-10-06 12:29:00,2022-10-08 00:57:48,1.52,Murree,Karachi,33.92301,73.405525,24.857268,66.983763,1534.7,88831.0,769.0,True,False,Completed,
TR017344,FL004,VH00029,DR0010,CU00040,Airport Transfer,2023-03-13 08:22:00,2023-03-13 09:22:00,2023-03-13 12:58:00,0.15,Faisalabad,Islamabad,31.451179,73.139576,33.69424,73.055019,0.0,2373.0,1156.0,True,False,Cancelled,No Show
TR017345,FL002,VH00110,DR0048,CU00600,Airport Transfer,2022-05-10 10:18:00,2022-05-10 12:39:00,2022-05-10 18:53:24,0.26,Rawalpindi,Islamabad,33.563809,73.011634,33.685185,73.056303,15.7,7858.0,2232.0,True,False,Completed,
TR017346,FL003,VH00021,DR0043,CU01168,Tourism / Northern Areas,2024-02-23 22:38:00,2024-02-24 01:34:00,2024-03-03 20:31:36,8.79,Karachi,Karachi,24.878992,67.012316,24.862782,67.005397,57.4,166136.0,1938.0,True,False,Completed,
TR017347,FL001,VH00102,DR0005,CU01528,Airport Transfer,2024-03-14 05:38:00,2024-03-14 08:18:00,2024-03-14 15:01:12,0.28,Islamabad,Lahore,33.687863,73.044474,31.517801,74.356815,0.0,4359.0,714.0,True,False,Cancelled,
TR017348,FL001,VH00049,,CU00883,Airport Transfer,2026-01-13 12:59:00,2026-01-13 16:45:00,2026-01-14 04:01:48,0.47,Islamabad,Islamabad,33.693862,73.05254,33.695883,73.045619,49.5,8145.0,0.0,False,True,In Progress,
TR017349,FL002,VH00066,DR0054,CU01608,Intercity,2026-05-01 17:43:00,2026-05-01 18:43:00,2026-05-03 15:21:24,1.86,Islamabad,Quetta,33.673839,73.064232,30.172123,66.978403,900.7,42827.0,505.0,True,False,Completed,
TR017350,FL001,VH00081,,CU00539,Intercity,2025-03-08 14:37:00,2025-03-08 17:15:00,2025-03-09 18:12:36,1.04,Islamabad,Lahore,33.67251,73.058127,31.512171,74.336399,383.4,54376.0,0.0,False,True,Completed,
TR017351,FL001,VH00112,DR0026,CU01573,Airport Transfer,2022-07-26 17:22:00,2022-07-26 20:25:00,2022-07-27 04:05:48,0.32,Murree,Islamabad,33.897643,73.388967,33.690404,73.06123,70.3,3693.0,2236.0,True,False,Completed,
TR017352,FL004,VH00061,DR0020,CU01531,Corporate,2023-07-02 17:37:00,2023-07-02 19:19:00,2023-07-08 02:02:12,5.28,Lahore,Islamabad,31.512538,74.350378,33.686078,73.041905,371.1,47709.0,1701.0,True,False,Completed,
TR017353,FL001,VH00069,DR0056,CU01232,Wedding,2025-02-09 07:22:00,2025-02-09 08:27:00,2025-02-11 02:41:24,1.76,Lahore,Lahore,31.519261,74.359748,31.517672,74.379585,58.2,11903.0,794.0,True,False,Completed,
TR017354,FL003,VH00058,DR0016,CU00718,Airport Transfer,2025-09-18 15:10:00,2025-09-18 17:25:00,2025-09-18 20:03:24,0.11,Rawalpindi,Islamabad,33.559194,73.015421,33.678065,73.046147,15.2,970.0,1085.0,True,False,Completed,
TR017355,FL001,VH00087,DR0059,CU00621,Corporate,2023-03-09 19:29:00,2023-03-09 21:17:00,2023-03-13 10:43:24,3.56,Karachi,Karachi,24.848909,66.995991,24.872534,67.011819,75.2,42813.0,882.0,True,False,Completed,
TR017356,FL001,VH00023,DR0022,CU00981,Monthly Contract,2026-05-27 08:47:00,2026-05-27 11:11:00,2026-06-26 12:37:24,30.06,Rawalpindi,Karachi,33.574046,73.032495,24.859356,66.995605,1468.7,725928.0,1431.0,True,False,Completed,
TR017357,FL004,VH00103,DR0009,CU00203,Airport Transfer,2025-10-28 11:29:00,2025-10-28 14:38:00,2025-10-28 20:52:24,0.26,Lahore,Lahore,31.53875,74.36898,31.520104,74.36146,51.0,8469.0,1566.0,True,False,Completed,
TR017358,FL003,VH00114,,CU00369,Airport Transfer,2026-02-13 10:58:00,2026-02-13 11:42:00,2026-02-13 17:27:36,0.24,Multan,Lahore,30.166944,71.518661,31.527185,74.363417,339.5,16268.0,0.0,False,True,Completed,
TR017359,FL001,VH00043,DR0028,CU00765,Corporate,2025-05-20 18:18:00,2025-05-20 21:07:00,2025-05-25 16:33:24,4.81,Gujranwala,Gujranwala,32.178815,74.187324,32.198821,74.200106,33.9,53309.0,2516.0,True,False,Completed,
TR017360,FL001,VH00115,DR0012,CU01556,Wedding,2022-04-08 10:06:00,2022-04-08 12:47:00,2022-04-11 01:15:48,2.52,Islamabad,Islamabad,33.693347,73.064057,33.686896,73.055051,38.0,203123.0,915.0,True,False,No Show,
TR017361,FL003,VH00028,DR0011,CU00637,Intercity,2023-05-15 11:51:00,2023-05-15 13:39:00,2023-05-17 11:43:48,1.92,Lahore,Rawalpindi,31.507591,74.365722,33.550347,73.021341,337.8,38265.0,728.0,True,False,Completed,
TR017362,FL001,VH00045,,CU01740,Event,2023-11-06 11:25:00,2023-11-06 12:18:00,2023-11-07 03:39:36,0.64,Lahore,Lahore,31.523536,74.374545,31.527128,74.370844,0.0,745.0,0.0,False,True,Cancelled,Driver Unavailable
TR017363,FL001,VH00087,,CU00070,Airport Transfer,2023-12-27 15:33:00,2023-12-27 19:21:00,2023-12-28 03:30:36,0.34,Lahore,Lahore,31.516483,74.35062,31.524549,74.378581,0.0,1143.0,0.0,False,True,Cancelled,Customer Request
TR017364,FL001,VH00062,DR0011,CU01417,Intercity,2023-07-18 22:22:00,2023-07-19 01:37:00,2023-07-20 01:51:24,1.01,Karachi,Faisalabad,24.8636,66.998482,31.452292,73.142773,1231.7,59860.0,854.0,True,False,Completed,
TR017365,FL001,VH00062,,CU01369,Airport Transfer,2023-08-05 17:24:00,2023-08-05 21:13:00,2023-08-06 07:17:48,0.42,Lahore,Islamabad,31.537768,74.36253,33.675546,73.036101,361.5,19618.0,0.0,False,True,Completed,
TR017366,FL002,VH00027,DR0009,CU00777,Airport Transfer,2023-06-02 11:37:00,2023-06-02 14:31:00,2023-06-03 02:16:36,0.49,Murree,Lahore,33.92088,73.381923,31.525798,74.364228,364.6,14613.0,2023.0,True,False,Completed,
TR017367,FL002,VH00053,DR0013,CU01422,City Ride,2026-02-04 07:29:00,2026-02-04 08:30:00,2026-02-05 00:49:12,0.68,Quetta,Lahore,30.165951,66.977251,31.524081,74.350715,936.4,27533.0,2610.0,True,False,Completed,
TR017368,FL001,VH00032,,CU01856,Monthly Contract,2024-03-23 19:13:00,2024-03-23 22:28:00,2024-04-27 15:30:24,34.71,Karachi,Karachi,24.856658,67.015225,24.863513,66.993126,52.3,710409.0,0.0,False,True,Completed,
TR017369,FL002,VH00059,,CU01479,Wedding,2022-02-23 07:12:00,2022-02-23 10:32:00,2022-02-25 19:39:12,2.38,Islamabad,Islamabad,33.684274,73.0524,33.684711,73.047811,29.2,74865.0,0.0,False,True,Completed,
TR017370,FL002,VH00010,DR0055,CU00581,Corporate,2025-11-24 21:18:00,2025-11-24 22:45:00,2025-11-29 20:06:36,4.89,Rawalpindi,Rawalpindi,33.576625,72.999057,33.561755,73.02235,43.3,31616.0,1414.0,True,False,In Progress,
TR017371,FL004,VH00116,DR0049,CU00972,Corporate,2026-06-14 08:50:00,2026-06-14 09:21:00,2026-06-18 12:28:12,4.13,Lahore,Lahore,31.496516,74.344605,31.51102,74.368794,23.0,101513.0,2973.0,True,False,Completed,
TR017372,FL004,VH00092,DR0060,CU01426,Wedding,2024-05-22 20:38:00,2024-05-22 23:25:00,2024-05-24 01:49:00,1.1,Multan,Multan,30.139494,71.547493,30.170221,71.505967,75.7,9998.0,920.0,True,False,Completed,
TR017373,FL002,VH00002,DR0012,CU01672,Corporate,2022-03-25 11:43:00,2022-03-25 14:20:00,2022-03-26 22:44:00,1.35,Multan,Multan,30.135431,71.519058,30.171916,71.521826,74.0,55725.0,2114.0,True,False,Completed,
TR017374,FL003,VH00119,DR0033,CU00827,Airport Transfer,2023-03-27 02:31:00,2023-03-27 06:21:00,2023-03-27 15:28:12,0.38,Multan,Islamabad,30.148135,71.521148,33.674705,73.050579,543.0,12910.0,1605.0,True,False,Completed,
TR017375,FL003,VH00038,DR0015,CU01703,Monthly Contract,2024-07-05 20:06:00,2024-07-05 20:48:00,2024-08-08 12:24:00,33.65,Rawalpindi,Karachi,33.571563,73.011391,24.862618,67.003238,1468.7,1636131.0,1515.0,True,False,Completed,
TR017376,FL001,VH00089,DR0009,CU00270,City Ride,2025-03-10 10:44:00,2025-03-10 11:20:00,2025-03-11 02:27:12,0.63,Karachi,Abbottabad,24.853298,67.005004,34.151457,73.209402,1552.2,65177.0,1564.0,True,False,Completed,
TR017377,FL001,VH00052,,CU00864,Corporate,2025-02-08 08:44:00,2025-02-08 12:22:00,2025-02-14 04:12:24,5.66,Islamabad,Rawalpindi,33.679554,73.031248,33.569591,73.010503,0.0,31888.0,0.0,False,True,Cancelled,Vehicle Issue
TR017378,FL001,VH00112,DR0052,CU00522,Corporate,2024-11-02 05:06:00,2024-11-02 07:17:00,2024-11-08 11:50:36,6.19,Lahore,Lahore,31.508857,74.359257,31.527432,74.378353,0.0,10169.0,2159.0,True,False,Cancelled,Customer Request
TR017379,FL003,VH00118,DR0004,CU00206,Tourism / Northern Areas,2022-05-15 07:31:00,2022-05-15 09:05:00,2022-05-22 06:41:00,6.9,Islamabad,Islamabad,33.703245,73.029033,33.680609,73.040295,22.3,305301.0,1051.0,True,False,Completed,
TR017380,FL001,VH00031,,CU00467,Wedding,2026-04-17 16:46:00,2026-04-17 20:39:00,2026-04-19 09:07:48,1.52,Lahore,Karachi,31.522011,74.346181,24.872053,67.001322,1283.3,129122.0,0.0,False,True,Completed,
TR017381,FL002,VH00042,DR0046,CU00281,Airport Transfer,2024-06-19 15:19:00,2024-06-19 18:21:00,2024-06-20 00:35:24,0.26,Rawalpindi,Islamabad,33.549853,73.012862,33.688066,73.033869,14.9,7090.0,1049.0,True,False,In Progress,
TR017382,FL002,VH00093,DR0056,CU00884,Tourism / Northern Areas,2022-06-21 16:20:00,2022-06-21 20:09:00,2022-06-25 12:13:48,3.67,Rawalpindi,Rawalpindi,33.555833,73.01904,33.5574,73.018152,17.9,46292.0,2784.0,True,False,Completed,
TR017383,FL004,VH00014,DR0041,CU01936,City Ride,2024-01-08 20:57:00,2024-01-09 00:02:00,2024-01-09 15:52:24,0.66,Rawalpindi,Rawalpindi,33.568436,73.025177,33.553492,73.001871,65.5,14567.0,1146.0,True,False,Completed,
TR017384,FL001,VH00016,DR0037,CU01549,Intercity,2025-01-03 14:22:00,2025-01-03 17:07:00,2025-01-04 21:40:36,1.19,Lahore,Faisalabad,31.504122,74.35665,31.427649,73.150533,135.4,10527.0,1123.0,True,False,Completed,
TR017385,FL001,VH00031,DR0015,CU01485,Airport Transfer,2026-01-01 19:35:00,2026-01-01 23:08:00,2026-01-02 05:22:24,0.26,Multan,Lahore,30.154699,71.536453,31.526191,74.349806,0.0,7227.0,791.0,True,False,Cancelled,Vehicle Issue
TR017386,FL004,VH00092,DR0044,CU01460,Wedding,2025-05-14 05:40:00,2025-05-14 09:12:00,2025-05-16 19:45:36,2.44,Faisalabad,Faisalabad,31.432051,73.141784,31.457054,73.13603,40.8,19888.0,782.0,True,False,Completed,
TR017387,FL003,VH00038,DR0024,CU01157,Corporate,2024-08-06 09:44:00,2024-08-06 10:29:00,2024-08-08 03:17:00,1.7,Islamabad,Karachi,33.712556,73.058161,24.852231,66.981552,1400.7,244505.0,817.0,True,False,Completed,
TR017388,FL004,VH00014,DR0060,CU01198,Corporate,2022-06-06 06:20:00,2022-06-06 09:21:00,2022-06-08 14:09:00,2.2,Islamabad,Islamabad,33.682571,73.042903,33.665473,73.058858,0.0,9598.0,2991.0,True,False,Cancelled,No Show
TR017389,FL001,VH00117,,CU00273,City Ride,2026-04-28 16:37:00,2026-04-28 18:59:00,2026-04-29 11:18:12,0.68,Islamabad,Islamabad,33.683153,73.047385,33.699281,73.040539,27.1,8289.0,0.0,False,True,Completed,
TR017390,FL001,VH00024,DR0004,CU01219,Airport Transfer,2024-02-23 17:42:00,2024-02-23 18:56:00,2024-02-24 05:15:12,0.43,Lahore,Lahore,31.516114,74.370226,31.516081,74.358265,37.2,8974.0,533.0,True,False,Completed,
TR017391,FL001,VH00098,DR0041,CU01853,Intercity,2025-07-13 18:33:00,2025-07-13 19:38:00,2025-07-15 18:40:24,1.96,Lahore,Gujranwala,31.530054,74.340081,32.18811,74.182618,71.9,36530.0,2595.0,True,False,No Show,
TR017392,FL001,VH00051,DR0052,CU00919,City Ride,2026-06-28 23:14:00,2026-06-29 01:57:00,2026-06-29 04:57:00,0.45,Peshawar,Peshawar,34.019029,71.523942,34.020177,71.5353,23.4,14864.0,1470.0,True,False,Completed,
